id,cap-shape,cap-surface,odor,gill-attachment,gill-spacing,stalk-surface-below-ring,veil-type,ring-number,ring-type,population
4151,f,y,n,f,c,s,p,o,p,y
4152,x,y,f,f,c,k,p,o,l,v
4153,f,y,f,f,c,k,p,o,l,v
4154,x,y,f,f,c,k,p,o,l,y
4155,f,f,n,f,c,s,p,o,p,v
4156,f,y,n,f,c,s,p,o,p,v
4157,f,y,n,f,c,s,p,o,p,y
4158,f,f,f,f,c,k,p,o,l,v
4159,f,f,f,f,c,k,p,o,l,y
4160,f,y,n,f,c,s,p,o,p,y
4161,x,y,f,f,c,k,p,o,l,y
4162,f,f,n,f,c,s,p,o,p,v
4163,x,f,f,f,c,k,p,o,l,v
4164,x,y,f,f,c,k,p,o,l,v
4165,x,y,f,f,c,k,p,o,l,v
4166,f,f,n,f,w,f,p,o,e,v
4167,x,f,f,f,c,k,p,o,l,v
4168,f,f,f,f,c,k,p,o,l,y
4169,x,y,f,f,c,k,p,o,l,v
4170,f,y,f,f,c,k,p,o,l,y
4171,x,s,f,f,c,s,p,o,p,s
4172,f,f,f,f,c,k,p,o,l,v
4173,x,y,f,f,c,k,p,o,l,v
4174,f,f,f,f,c,k,p,o,l,y
4175,f,f,f,f,c,k,p,o,l,v
4176,f,f,f,f,c,k,p,o,l,y
4177,f,f,n,f,c,s,p,o,p,y
4178,x,f,f,f,c,k,p,o,l,y
4179,x,f,f,f,c,k,p,o,l,y
4180,f,y,n,f,c,s,p,o,p,y
4181,f,y,f,f,c,k,p,o,l,v
4182,f,f,f,f,c,k,p,o,l,y
4183,x,y,f,f,c,k,p,o,l,y
4184,f,f,n,f,c,s,p,o,p,y
4185,x,f,f,f,c,k,p,o,l,v
4186,x,f,f,f,c,k,p,o,l,y
4187,f,y,n,f,c,s,p,o,p,y
4188,f,f,n,f,c,s,p,o,p,v
4189,x,y,f,f,c,k,p,o,l,v
4190,f,y,f,f,c,k,p,o,l,v
4191,f,f,f,f,c,k,p,o,l,v
4192,f,f,f,f,c,k,p,o,l,v
4193,f,f,f,f,c,k,p,o,l,y
4194,f,y,f,f,c,k,p,o,l,y
4195,f,s,f,f,c,f,p,o,p,s
4196,f,f,n,f,c,s,p,o,p,y
4197,x,y,y,f,c,k,p,o,e,v
4198,x,y,n,f,c,s,p,o,p,v
4199,x,f,c,f,w,s,p,o,p,v
4200,x,f,c,f,w,s,p,o,p,v
4201,x,y,y,f,c,k,p,o,e,v
4202,f,f,f,f,c,k,p,o,l,y
4203,x,f,f,f,c,k,p,o,l,v
4204,x,s,f,f,c,f,p,o,p,s
4205,f,y,f,f,c,k,p,o,l,y
4206,x,f,f,f,c,k,p,o,l,y
4207,f,y,f,f,c,k,p,o,l,y
4208,f,f,f,f,c,k,p,o,l,y
4209,f,y,f,f,c,k,p,o,l,y
4210,x,y,f,f,c,k,p,o,l,y
4211,f,f,f,f,c,k,p,o,l,y
4212,x,f,f,f,c,k,p,o,l,y
4213,f,f,f,f,c,k,p,o,l,v
4214,x,f,f,f,c,k,p,o,l,v
4215,x,f,f,f,c,k,p,o,l,y
4216,x,y,f,f,c,k,p,o,l,v
4217,f,s,f,f,c,s,p,o,p,v
4218,x,f,f,f,c,k,p,o,l,y
4219,f,f,f,f,c,k,p,o,l,y
4220,f,y,f,f,c,k,p,o,l,y
4221,f,f,f,f,c,k,p,o,l,y
4222,f,f,f,f,c,k,p,o,l,v
4223,x,y,f,f,c,k,p,o,l,v
4224,x,y,f,f,c,k,p,o,l,y
4225,f,y,n,f,c,s,p,o,p,v
4226,f,f,f,f,c,k,p,o,l,v
4227,f,f,f,f,c,k,p,o,l,y
4228,f,y,f,f,c,k,p,o,l,v
4229,x,f,f,f,c,k,p,o,l,v
4230,x,f,f,f,c,k,p,o,l,v
4231,x,f,f,f,c,k,p,o,l,y
4232,x,y,f,f,c,k,p,o,l,y
4233,f,s,f,f,c,f,p,o,p,s
4234,f,f,f,f,c,k,p,o,l,v
4235,f,f,f,f,c,k,p,o,l,v
4236,f,y,f,f,c,k,p,o,l,y
4237,f,f,f,f,c,k,p,o,l,y
4238,f,f,f,f,c,k,p,o,l,v
4239,f,f,f,f,c,k,p,o,l,v
4240,x,y,f,f,c,k,p,o,l,y
4241,x,f,f,f,c,k,p,o,l,y
4242,f,f,f,f,c,k,p,o,l,v
4243,x,f,f,f,c,k,p,o,l,y
4244,f,y,f,f,c,k,p,o,l,v
4245,x,y,f,f,c,k,p,o,l,v
4246,x,s,f,f,c,s,p,o,p,s
4247,f,f,f,f,c,k,p,o,l,y
4248,x,s,f,f,c,s,p,o,p,s
4249,f,y,f,f,c,k,p,o,l,v
4250,x,y,f,f,c,k,p,o,l,v
4251,x,f,f,f,c,k,p,o,l,y
4252,x,f,f,f,c,k,p,o,l,y
4253,x,y,f,f,c,k,p,o,l,v
4254,f,y,n,f,c,s,p,o,p,y
4255,f,y,f,f,c,k,p,o,l,y
4256,x,y,f,f,c,k,p,o,l,y
4257,f,f,f,f,c,k,p,o,l,v
4258,f,y,f,f,c,k,p,o,l,v
4259,f,f,f,f,c,k,p,o,l,y
4260,x,y,f,f,c,k,p,o,l,v
4261,f,f,f,f,c,k,p,o,l,y
4262,x,y,f,f,c,k,p,o,l,y
4263,x,f,c,f,c,s,p,o,p,s
4264,x,y,f,f,c,k,p,o,l,y
4265,x,f,f,f,c,k,p,o,l,y
4266,f,f,f,f,c,k,p,o,l,y
4267,x,y,f,f,c,k,p,o,l,v
4268,f,f,f,f,c,k,p,o,l,v
4269,x,y,f,f,c,k,p,o,l,v
4270,x,f,f,f,c,k,p,o,l,y
4271,x,f,f,f,c,k,p,o,l,v
4272,x,y,f,f,c,k,p,o,l,y
4273,x,y,f,f,c,k,p,o,l,v
4274,f,y,f,f,c,k,p,o,l,y
4275,f,y,f,f,c,k,p,o,l,v
4276,x,f,f,f,c,k,p,o,l,y
4277,k,y,n,f,w,f,p,o,e,v
4278,f,f,f,f,c,k,p,o,l,y
4279,x,y,f,f,c,k,p,o,l,y
4280,f,f,f,f,c,k,p,o,l,y
4281,x,y,f,f,c,k,p,o,l,v
4282,x,f,f,f,c,k,p,o,l,y
4283,f,f,f,f,c,k,p,o,l,v
4284,f,s,n,f,c,s,p,t,e,c
4285,f,f,f,f,c,k,p,o,l,v
4286,x,f,f,f,c,k,p,o,l,y
4287,x,y,f,f,c,k,p,o,l,y
4288,f,y,f,f,c,k,p,o,l,y
4289,x,f,f,f,c,k,p,o,l,v
4290,f,y,f,f,c,k,p,o,l,y
4291,f,y,f,f,c,k,p,o,l,v
4292,k,s,n,f,c,s,p,t,e,c
4293,x,f,f,f,c,k,p,o,l,v
4294,f,f,f,f,c,k,p,o,l,v
4295,f,f,f,f,c,k,p,o,l,y
4296,f,f,f,f,c,k,p,o,l,v
4297,x,f,f,f,c,k,p,o,l,y
4298,f,f,f,f,c,k,p,o,l,y
4299,x,y,f,f,c,k,p,o,l,y
4300,f,y,f,f,c,k,p,o,l,y
4301,f,f,f,f,c,k,p,o,l,y
4302,x,f,f,f,c,k,p,o,l,v
4303,f,f,f,f,c,k,p,o,l,v
4304,f,f,f,f,c,k,p,o,l,y
4305,f,f,f,f,c,k,p,o,l,y
4306,f,y,n,f,c,s,p,o,p,y
4307,f,y,f,f,c,k,p,o,l,y
4308,f,y,f,f,c,k,p,o,l,v
4309,f,y,f,f,c,k,p,o,l,v
4310,x,y,f,f,c,k,p,o,l,v
4311,x,y,f,f,c,k,p,o,l,y
4312,x,y,f,f,c,k,p,o,l,y
4313,f,f,f,f,c,k,p,o,l,y
4314,x,f,f,f,c,k,p,o,l,v
4315,x,y,f,f,c,k,p,o,l,y
4316,f,f,f,f,c,k,p,o,l,v
4317,x,f,f,f,c,k,p,o,l,v
4318,f,f,f,f,c,k,p,o,l,v
4319,f,y,f,f,c,k,p,o,l,y
4320,f,f,f,f,c,k,p,o,l,y
4321,f,y,f,f,c,k,p,o,l,v
4322,f,f,f,f,c,k,p,o,l,y
4323,x,f,f,f,c,k,p,o,l,y
4324,f,y,f,f,c,k,p,o,l,y
4325,f,y,f,f,c,k,p,o,l,y
4326,f,y,f,f,c,k,p,o,l,v
4327,x,y,n,f,c,f,p,o,f,v
4328,f,y,f,f,c,k,p,o,l,y
4329,x,f,f,f,c,k,p,o,l,y
4330,x,y,s,f,c,s,p,o,e,v
4331,f,y,f,f,c,k,p,o,l,v
4332,k,y,n,f,c,y,p,o,e,v
4333,f,f,f,f,c,k,p,o,l,y
4334,x,y,f,f,c,k,p,o,l,v
4335,x,y,f,f,c,k,p,o,l,y
4336,f,y,f,f,c,k,p,o,l,y
4337,x,f,f,f,c,k,p,o,l,v
4338,x,f,f,f,c,k,p,o,l,v
4339,x,y,f,f,c,k,p,o,l,v
4340,x,y,f,f,c,k,p,o,l,y
4341,x,y,f,f,c,k,p,o,l,y
4342,f,y,n,f,c,s,p,o,p,y
4343,f,f,f,f,c,k,p,o,l,y
4344,x,y,f,f,c,k,p,o,l,v
4345,f,f,f,f,c,k,p,o,l,v
4346,x,f,f,f,c,k,p,o,l,v
4347,f,f,f,f,c,k,p,o,l,y
4348,f,f,f,f,c,k,p,o,l,v
4349,x,y,f,f,c,k,p,o,l,y
4350,f,s,f,f,c,s,p,o,p,s
4351,x,y,f,f,c,k,p,o,l,v
4352,x,y,f,f,c,k,p,o,l,v
4353,f,f,f,f,c,k,p,o,l,v
4354,f,y,f,f,c,k,p,o,l,y
4355,f,f,f,f,c,k,p,o,l,v
4356,f,y,f,f,c,k,p,o,l,y
4357,x,y,f,f,c,k,p,o,l,v
4358,x,s,n,f,c,s,p,t,e,c
4359,f,f,f,f,c,k,p,o,l,v
4360,f,f,f,f,c,k,p,o,l,y
4361,f,y,f,f,c,k,p,o,l,y
4362,x,y,f,f,c,k,p,o,l,y
4363,f,y,f,f,c,k,p,o,l,v
4364,x,f,f,f,c,k,p,o,l,y
4365,b,y,n,f,w,s,p,o,p,c
4366,f,s,f,f,c,s,p,o,p,v
4367,x,y,f,f,c,k,p,o,l,y
4368,f,y,f,f,c,k,p,o,l,y
4369,f,y,f,f,c,k,p,o,l,v
4370,f,y,f,f,c,k,p,o,l,v
4371,f,f,f,f,c,k,p,o,l,y
4372,x,y,f,f,c,k,p,o,l,v
4373,x,f,f,f,c,k,p,o,l,v
4374,f,f,f,f,c,k,p,o,l,y
4375,x,s,f,f,c,f,p,o,p,s
4376,f,y,n,f,c,s,p,o,p,v
4377,x,y,y,f,c,k,p,o,e,v
4378,f,y,f,f,c,k,p,o,l,y
4379,f,f,f,f,c,k,p,o,l,y
4380,f,y,n,f,c,s,p,o,p,v
4381,x,y,n,f,c,s,p,t,e,c
4382,x,y,f,f,c,k,p,o,l,y
4383,x,y,f,f,c,k,p,o,l,y
4384,x,y,f,f,c,k,p,o,l,v
4385,x,y,f,f,c,k,p,o,l,y
4386,f,f,f,f,c,k,p,o,l,y
4387,f,y,f,f,c,k,p,o,l,y
4388,x,f,f,f,c,k,p,o,l,y
4389,f,y,f,f,c,k,p,o,l,v
4390,x,y,f,f,c,k,p,o,l,v
4391,x,y,f,f,c,k,p,o,l,y
4392,f,y,f,f,c,k,p,o,l,y
4393,f,y,f,f,c,k,p,o,l,y
4394,x,y,f,f,c,k,p,o,l,y
4395,f,y,f,f,c,k,p,o,l,v
4396,f,y,f,f,c,k,p,o,l,y
4397,x,y,n,f,c,f,p,o,f,y
4398,x,f,f,f,c,k,p,o,l,v
4399,f,f,f,f,c,k,p,o,l,v
4400,f,f,f,f,c,k,p,o,l,y
4401,x,f,f,f,c,k,p,o,l,v
4402,f,f,f,f,c,k,p,o,l,v
4403,f,f,f,f,c,k,p,o,l,v
4404,f,y,f,f,c,k,p,o,l,y
4405,f,f,f,f,c,k,p,o,l,v
4406,f,f,f,f,c,k,p,o,l,y
4407,f,y,f,f,c,k,p,o,l,v
4408,f,f,f,f,c,k,p,o,l,v
4409,f,y,f,f,c,k,p,o,l,y
4410,f,f,f,f,c,k,p,o,l,y
4411,f,f,n,f,c,s,p,o,p,y
4412,f,s,f,f,c,f,p,o,p,v
4413,f,y,f,f,c,k,p,o,l,v
4414,f,f,f,f,c,k,p,o,l,v
4415,x,y,f,f,c,k,p,o,l,y
4416,f,f,f,f,c,k,p,o,l,y
4417,f,y,f,f,c,k,p,o,l,v
4418,f,y,n,f,c,s,p,o,p,v
4419,f,y,f,f,c,k,p,o,l,y
4420,x,s,n,f,c,s,p,t,e,c
4421,x,y,f,f,c,k,p,o,l,y
4422,x,f,f,f,c,k,p,o,l,y
4423,x,y,f,f,c,k,p,o,l,y
4424,f,y,f,f,c,k,p,o,l,v
4425,f,f,n,f,c,s,p,o,p,y
4426,f,f,f,f,c,k,p,o,l,v
4427,f,f,f,f,c,k,p,o,l,v
4428,x,y,f,f,c,k,p,o,l,v
4429,x,f,f,f,c,k,p,o,l,v
4430,x,y,y,f,c,s,p,o,e,v
4431,f,f,f,f,c,k,p,o,l,v
4432,x,y,f,f,c,k,p,o,l,v
4433,f,f,f,f,c,k,p,o,l,v
4434,f,f,f,f,c,k,p,o,l,v
4435,f,y,f,f,c,k,p,o,l,v
4436,f,y,f,f,c,k,p,o,l,v
4437,f,y,f,f,c,k,p,o,l,v
4438,f,f,f,f,c,k,p,o,l,v
4439,x,s,c,f,c,s,p,o,p,v
4440,x,y,f,f,c,k,p,o,l,y
4441,f,s,f,f,c,f,p,o,p,s
4442,x,y,f,f,c,k,p,o,l,v
4443,x,y,f,f,c,k,p,o,l,y
4444,x,y,f,f,c,k,p,o,l,y
4445,f,y,n,f,c,s,p,o,p,y
4446,f,f,f,f,c,k,p,o,l,y
4447,f,y,f,f,c,k,p,o,l,v
4448,f,y,f,f,c,k,p,o,l,y
4449,x,y,f,f,c,k,p,o,l,y
4450,x,y,f,f,c,k,p,o,l,y
4451,x,f,f,f,c,k,p,o,l,y
4452,f,y,n,f,c,s,p,o,p,v
4453,x,y,f,f,c,k,p,o,l,y
4454,f,f,f,f,c,k,p,o,l,v
4455,x,y,f,f,c,k,p,o,l,v
4456,x,y,f,f,c,k,p,o,l,y
4457,f,f,f,f,c,k,p,o,l,y
4458,f,f,f,f,c,k,p,o,l,y
4459,x,y,f,f,c,k,p,o,l,y
4460,k,y,n,f,c,s,p,t,e,c
4461,x,y,f,f,c,k,p,o,l,y
4462,x,y,s,f,c,k,p,o,e,v
4463,f,y,f,f,c,k,p,o,l,y
4464,x,y,f,f,c,k,p,o,l,y
4465,f,y,f,f,c,k,p,o,l,v
4466,f,y,f,f,c,k,p,o,l,v
4467,f,f,f,f,c,k,p,o,l,y
4468,f,y,f,f,c,k,p,o,l,y
4469,x,f,f,f,c,k,p,o,l,y
4470,x,s,f,f,c,f,p,o,p,v
4471,x,y,f,f,c,k,p,o,l,v
4472,f,f,f,f,c,k,p,o,l,y
4473,x,f,f,f,c,k,p,o,l,y
4474,x,y,f,f,c,k,p,o,l,v
4475,f,y,f,f,c,k,p,o,l,v
4476,x,y,f,f,c,k,p,o,l,y
4477,x,y,f,f,c,k,p,o,l,v
4478,f,y,f,f,c,k,p,o,l,y
4479,f,f,f,f,c,k,p,o,l,y
4480,f,f,f,f,c,k,p,o,l,v
4481,f,y,n,f,c,s,p,o,p,y
4482,x,y,f,f,c,k,p,o,l,v
4483,x,y,f,f,c,k,p,o,l,v
4484,f,y,f,f,c,k,p,o,l,v
4485,f,y,f,f,c,k,p,o,l,v
4486,x,y,f,f,c,k,p,o,l,y
4487,f,f,f,f,c,k,p,o,l,v
4488,x,y,f,f,c,k,p,o,l,v
4489,x,y,f,f,c,k,p,o,l,v
4490,x,f,f,f,c,k,p,o,l,y
4491,f,f,f,f,c,k,p,o,l,y
4492,f,f,n,f,w,f,p,o,e,v
4493,f,y,f,f,c,k,p,o,l,v
4494,x,y,f,f,c,k,p,o,l,y
4495,f,f,n,f,c,y,p,o,e,v
4496,f,f,f,f,c,k,p,o,l,y
4497,x,s,f,f,c,s,p,o,p,v
4498,f,s,n,f,c,s,p,t,e,c
4499,x,y,y,f,c,k,p,o,e,v
4500,x,s,c,f,w,s,p,o,p,v
4501,x,f,f,f,c,k,p,o,l,y
4502,f,y,f,f,c,k,p,o,l,v
4503,f,y,f,f,c,k,p,o,l,y
4504,x,y,f,f,c,k,p,o,l,v
4505,x,y,f,f,c,k,p,o,l,v
4506,x,y,f,f,c,k,p,o,l,y
4507,f,y,f,f,c,k,p,o,l,y
4508,f,y,f,f,c,k,p,o,l,y
4509,f,f,f,f,c,k,p,o,l,y
4510,x,f,f,f,c,k,p,o,l,v
4511,f,f,f,f,c,k,p,o,l,v
4512,f,f,f,f,c,k,p,o,l,y
4513,f,f,f,f,c,k,p,o,l,y
4514,f,y,f,f,c,k,p,o,l,y
4515,f,f,f,f,c,k,p,o,l,v
4516,f,f,f,f,c,k,p,o,l,v
4517,x,y,f,f,c,k,p,o,l,v
4518,x,y,f,f,c,k,p,o,l,v
4519,x,y,f,f,c,k,p,o,l,v
4520,x,s,n,f,c,s,p,t,e,c
4521,f,f,f,f,c,k,p,o,l,v
4522,x,f,f,f,c,k,p,o,l,v
4523,x,y,s,f,c,s,p,o,e,v
4524,x,y,f,f,c,k,p,o,l,y
4525,f,y,f,f,c,k,p,o,l,v
4526,f,y,f,f,c,k,p,o,l,y
4527,f,f,f,f,c,k,p,o,l,y
4528,x,y,f,f,c,k,p,o,l,v
4529,x,f,f,f,c,k,p,o,l,v
4530,f,f,f,f,c,k,p,o,l,y
4531,x,y,f,f,c,k,p,o,l,v
4532,f,f,f,f,c,k,p,o,l,y
4533,x,f,f,f,c,k,p,o,l,y
4534,x,y,n,f,c,f,p,o,f,v
4535,f,y,n,f,c,s,p,t,e,c
4536,f,y,f,f,c,k,p,o,l,y
4537,x,y,f,f,c,k,p,o,l,y
4538,x,y,f,f,c,k,p,o,l,v
4539,f,f,f,f,c,k,p,o,l,y
4540,f,y,f,f,c,k,p,o,l,v
4541,f,f,f,f,c,k,p,o,l,y
4542,f,y,f,f,c,k,p,o,l,v
4543,x,f,f,f,c,k,p,o,l,y
4544,f,f,f,f,c,k,p,o,l,v
4545,f,f,f,f,c,k,p,o,l,v
4546,f,y,f,f,c,k,p,o,l,v
4547,f,y,f,f,c,k,p,o,l,y
4548,f,f,f,f,c,k,p,o,l,v
4549,f,s,f,f,c,f,p,o,p,v
4550,f,s,n,f,c,s,p,t,p,v
4551,x,y,f,f,c,k,p,o,l,y
4552,f,f,f,f,c,k,p,o,l,v
4553,f,y,f,f,c,k,p,o,l,v
4554,x,y,f,f,c,k,p,o,l,v
4555,x,f,f,f,c,k,p,o,l,v
4556,x,f,f,f,c,k,p,o,l,y
4557,f,f,n,f,c,s,p,o,p,v
4558,x,y,n,f,c,f,p,o,f,v
4559,x,y,f,f,c,k,p,o,l,y
4560,f,f,f,f,c,k,p,o,l,v
4561,x,y,f,f,c,k,p,o,l,v
4562,f,y,f,f,c,k,p,o,l,v
4563,x,y,f,f,c,k,p,o,l,y
4564,x,f,f,f,c,k,p,o,l,v
4565,x,y,f,f,c,k,p,o,l,y
4566,f,f,f,f,c,k,p,o,l,v
4567,x,y,f,f,c,k,p,o,l,y
4568,f,y,f,f,c,k,p,o,l,y
4569,f,y,f,f,c,k,p,o,l,v
4570,x,f,f,f,c,k,p,o,l,y
4571,f,f,n,f,c,s,p,o,p,v
4572,x,y,f,f,c,k,p,o,l,y
4573,f,f,f,f,c,k,p,o,l,v
4574,x,y,f,f,c,k,p,o,l,y
4575,f,y,f,f,c,k,p,o,l,v
4576,f,f,f,f,c,k,p,o,l,y
4577,f,f,f,f,c,k,p,o,l,y
4578,f,f,f,f,c,k,p,o,l,v
4579,f,y,f,f,c,k,p,o,l,y
4580,f,f,f,f,c,k,p,o,l,v
4581,x,f,f,f,c,k,p,o,l,y
4582,x,y,f,f,c,k,p,o,l,v
4583,x,y,f,f,c,k,p,o,l,y
4584,x,f,c,f,c,s,p,o,p,v
4585,f,f,f,f,c,k,p,o,l,y
4586,x,f,f,f,c,k,p,o,l,v
4587,f,y,f,f,c,k,p,o,l,v
4588,x,f,f,f,c,k,p,o,l,v
4589,f,y,f,f,c,k,p,o,l,v
4590,f,y,f,f,c,k,p,o,l,v
4591,f,f,f,f,c,k,p,o,l,y
4592,x,y,f,f,c,k,p,o,l,v
4593,f,y,f,f,c,k,p,o,l,v
4594,f,f,f,f,c,k,p,o,l,y
4595,x,f,f,f,c,k,p,o,l,v
4596,f,f,f,f,c,k,p,o,l,v
4597,x,y,f,f,c,k,p,o,l,y
4598,f,f,f,f,c,k,p,o,l,y
4599,x,f,f,f,c,k,p,o,l,v
4600,f,y,f,f,c,k,p,o,l,y
4601,f,f,f,f,c,k,p,o,l,y
4602,f,f,f,f,c,k,p,o,l,v
4603,f,f,f,f,c,k,p,o,l,v
4604,f,f,f,f,c,k,p,o,l,y
4605,f,f,f,f,c,k,p,o,l,v
4606,x,y,f,f,c,k,p,o,l,y
4607,x,y,f,f,c,k,p,o,l,v
4608,f,f,f,f,c,k,p,o,l,y
4609,x,y,f,f,c,k,p,o,l,v
4610,x,y,f,f,c,k,p,o,l,v
4611,x,y,y,f,c,s,p,o,e,v
4612,f,y,n,f,c,s,p,t,e,c
4613,x,f,f,f,c,k,p,o,l,v
4614,x,y,f,f,c,k,p,o,l,y
4615,f,y,f,f,c,k,p,o,l,y
4616,x,y,f,f,c,k,p,o,l,y
4617,f,y,f,f,c,k,p,o,l,v
4618,f,y,f,f,c,k,p,o,l,y
4619,f,f,f,f,c,k,p,o,l,v
4620,x,f,f,f,c,k,p,o,l,v
4621,f,f,f,f,c,k,p,o,l,y
4622,f,f,f,f,c,k,p,o,l,y
4623,f,y,f,f,c,k,p,o,l,v
4624,f,y,f,f,c,k,p,o,l,y
4625,f,f,f,f,c,k,p,o,l,y
4626,f,y,f,f,c,k,p,o,l,v
4627,f,f,f,f,c,k,p,o,l,v
4628,f,y,f,f,c,k,p,o,l,v
4629,x,f,c,f,c,s,p,o,p,s
4630,f,s,f,f,c,f,p,o,p,v
4631,f,f,n,f,c,s,p,o,p,v
4632,x,y,f,f,c,k,p,o,l,v
4633,x,y,f,f,c,k,p,o,l,y
4634,f,y,f,f,c,k,p,o,l,v
4635,f,f,n,f,c,s,p,o,p,v
4636,x,y,f,f,c,k,p,o,l,y
4637,x,y,f,f,c,k,p,o,l,v
4638,f,f,f,f,c,k,p,o,l,y
4639,x,f,f,f,c,k,p,o,l,v
4640,x,f,f,f,c,k,p,o,l,y
4641,x,y,f,f,c,k,p,o,l,v
4642,f,s,f,f,c,f,p,o,p,s
4643,x,y,f,f,c,k,p,o,l,v
4644,x,f,f,f,c,k,p,o,l,v
4645,f,y,f,f,c,k,p,o,l,y
4646,x,y,f,f,c,k,p,o,l,v
4647,x,f,f,f,c,k,p,o,l,v
4648,f,y,n,f,c,f,p,o,f,v
4649,f,f,f,f,c,k,p,o,l,y
4650,f,y,f,f,c,k,p,o,l,v
4651,x,y,f,f,c,k,p,o,l,y
4652,f,f,f,f,c,k,p,o,l,y
4653,f,y,n,f,c,s,p,o,p,y
4654,x,f,f,f,c,k,p,o,l,v
4655,f,f,f,f,c,k,p,o,l,y
4656,x,y,f,f,c,k,p,o,l,y
4657,f,f,f,f,c,k,p,o,l,y
4658,x,f,f,f,c,k,p,o,l,v
4659,x,y,f,f,c,k,p,o,l,v
4660,x,f,f,f,c,k,p,o,l,v
4661,f,y,f,f,c,k,p,o,l,v
4662,x,s,f,f,c,f,p,o,p,s
4663,f,y,n,f,c,s,p,t,e,c
4664,x,y,n,f,c,f,p,o,f,y
4665,x,y,f,f,c,k,p,o,l,v
4666,x,y,f,f,c,k,p,o,l,y
4667,x,f,f,f,c,k,p,o,l,y
4668,f,f,f,f,c,k,p,o,l,y
4669,x,y,f,f,c,k,p,o,l,y
4670,f,f,f,f,c,k,p,o,l,y
4671,f,f,f,f,c,k,p,o,l,y
4672,x,y,f,f,c,k,p,o,l,y
4673,f,y,f,f,c,k,p,o,l,y
4674,f,s,n,f,c,s,p,t,e,c
4675,f,f,f,f,c,k,p,o,l,y
4676,x,y,f,f,c,k,p,o,l,y
4677,x,y,f,f,c,k,p,o,l,y
4678,f,f,f,f,c,k,p,o,l,v
4679,x,f,f,f,c,k,p,o,l,y
4680,f,y,f,f,c,k,p,o,l,y
4681,f,y,f,f,c,k,p,o,l,y
4682,x,y,f,f,c,k,p,o,l,y
4683,x,y,f,f,c,k,p,o,l,y
4684,f,f,f,f,c,k,p,o,l,y
4685,f,f,f,f,c,k,p,o,l,y
4686,x,y,f,f,c,k,p,o,l,y
4687,f,f,f,f,c,k,p,o,l,v
4688,f,y,f,f,c,k,p,o,l,v
4689,x,y,f,f,c,k,p,o,l,y
4690,f,f,f,f,c,k,p,o,l,v
4691,x,y,f,f,c,k,p,o,l,y
4692,f,f,f,f,c,k,p,o,l,v
4693,x,y,f,f,c,k,p,o,l,y
4694,x,f,f,f,c,k,p,o,l,y
4695,x,y,f,f,c,k,p,o,l,v
4696,f,f,f,f,c,k,p,o,l,v
4697,f,y,n,f,c,s,p,o,p,y
4698,f,f,f,f,c,k,p,o,l,y
4699,x,y,f,f,c,k,p,o,l,y
4700,x,s,f,f,c,f,p,o,p,s
4701,f,y,f,f,c,k,p,o,l,v
4702,x,y,f,f,c,k,p,o,l,v
4703,x,f,c,f,c,s,p,o,p,s
4704,x,f,f,f,c,k,p,o,l,y
4705,f,s,f,f,c,s,p,o,p,s
4706,x,y,f,f,c,k,p,o,l,y
4707,x,y,f,f,c,k,p,o,l,y
4708,f,f,f,f,c,k,p,o,l,y
4709,f,s,n,f,c,s,p,t,p,v
4710,f,s,f,f,c,f,p,o,p,v
4711,x,y,f,f,c,k,p,o,l,v
4712,x,y,f,f,c,k,p,o,l,y
4713,x,y,f,f,c,k,p,o,l,v
4714,f,f,f,f,c,k,p,o,l,y
4715,f,f,f,f,c,k,p,o,l,v
4716,x,f,f,f,c,k,p,o,l,y
4717,f,f,f,f,c,k,p,o,l,v
4718,f,y,n,f,c,f,p,o,f,v
4719,x,f,f,f,c,k,p,o,l,y
4720,f,f,n,f,c,s,p,o,p,v
4721,f,f,f,f,c,k,p,o,l,y
4722,x,f,f,f,c,k,p,o,l,v
4723,x,y,f,f,c,s,p,o,e,v
4724,x,y,f,f,c,k,p,o,l,y
4725,x,f,f,f,c,k,p,o,l,y
4726,f,f,f,f,c,k,p,o,l,y
4727,x,y,f,f,c,k,p,o,l,v
4728,x,y,f,f,c,k,p,o,l,y
4729,x,f,f,f,c,k,p,o,l,y
4730,f,f,f,f,c,k,p,o,l,y
4731,f,y,f,f,c,k,p,o,l,v
4732,f,y,f,f,c,k,p,o,l,y
4733,f,y,n,f,c,s,p,o,p,y
4734,x,y,f,f,c,k,p,o,l,v
4735,f,f,n,f,c,s,p,o,p,y
4736,x,f,f,f,c,k,p,o,l,y
4737,x,y,f,f,c,k,p,o,l,y
4738,f,y,f,f,c,k,p,o,l,y
4739,x,f,f,f,c,k,p,o,l,y
4740,f,f,f,f,c,k,p,o,l,v
4741,f,f,f,f,c,k,p,o,l,v
4742,f,y,f,f,c,k,p,o,l,y
4743,f,y,f,f,c,k,p,o,l,y
4744,x,f,f,f,c,k,p,o,l,v
4745,x,y,f,f,c,k,p,o,l,y
4746,f,f,f,f,c,k,p,o,l,v
4747,x,y,f,f,c,k,p,o,l,y
4748,f,f,f,f,c,k,p,o,l,y
4749,f,y,f,f,c,k,p,o,l,v
4750,x,f,c,f,w,s,p,o,p,s
4751,f,f,f,f,c,k,p,o,l,v
4752,x,y,f,f,c,k,p,o,l,v
4753,x,y,f,f,c,k,p,o,l,y
4754,x,y,f,f,c,k,p,o,l,v
4755,f,y,f,f,c,k,p,o,l,v
4756,x,y,f,f,c,k,p,o,l,y
