id,gill-attachment,gill-color,stalk-surface-above-ring,veil-type,ring-type,classes
1926,f,w,s,p,p,e
1927,f,p,s,p,e,e
1928,f,p,s,p,e,e
1929,f,h,s,p,e,e
1930,f,p,s,p,e,e
1931,f,w,s,p,p,p
1932,f,k,s,p,p,e
1933,f,w,s,p,p,e
1934,f,k,f,p,e,e
1935,f,k,f,p,e,e
1936,f,k,s,p,e,e
1937,f,n,s,p,p,e
1938,f,h,s,p,e,e
1939,f,h,f,p,e,e
1940,f,k,f,p,e,e
1941,f,p,s,p,p,e
1942,f,n,s,p,p,e
1943,f,n,s,p,p,e
1944,f,k,s,p,e,e
1945,f,n,f,p,e,e
1946,f,k,s,p,p,p
1947,f,p,f,p,e,e
1948,f,w,s,p,p,e
1949,f,n,s,p,p,e
1950,f,p,s,p,e,e
1951,f,w,s,p,p,e
1952,f,u,s,p,p,e
1953,f,p,s,p,p,e
1954,f,u,s,p,p,e
1955,f,p,s,p,p,e
1956,f,p,s,p,p,p
1957,f,k,s,p,e,e
1958,f,w,s,p,p,e
1959,f,p,s,p,p,e
1960,f,w,s,p,p,p
1961,f,u,s,p,p,e
1962,f,h,s,p,e,e
1963,f,u,s,p,p,e
1964,f,k,f,p,e,e
1965,f,h,f,p,e,e
1966,f,p,s,p,e,e
1967,f,w,s,p,p,e
1968,f,k,f,p,e,e
1969,f,n,s,p,p,e
1970,f,h,s,p,e,e
1971,f,k,f,p,e,e
1972,f,h,s,p,e,e
1973,f,w,s,p,p,p
1974,f,p,s,p,p,e
1975,f,k,f,p,e,e
1976,f,n,s,p,p,p
1977,f,n,s,p,p,e
1978,f,u,s,p,p,e
1979,f,p,f,p,e,e
1980,f,p,s,p,p,e
1981,f,p,s,p,e,e
1982,f,h,f,p,e,e
1983,f,k,s,p,p,e
1984,f,p,f,p,e,e
1985,f,u,s,p,p,e
1986,f,n,s,p,p,e
1987,f,n,f,p,e,e
1988,f,n,s,p,p,p
1989,f,w,s,p,p,e
1990,f,n,s,p,p,p
1991,f,w,s,p,p,p
1992,f,p,s,p,p,e
1993,f,h,s,p,e,e
1994,f,p,s,p,p,e
1995,f,h,s,p,e,e
1996,f,w,s,p,p,e
1997,f,p,f,p,e,e
1998,f,p,s,p,e,e
1999,f,k,f,p,e,e
2000,f,k,s,p,e,e
2001,f,w,s,p,p,e
2002,f,u,s,p,p,e
2003,f,k,f,p,e,e
2004,f,w,s,p,p,e
2005,f,w,s,p,p,p
2006,f,n,s,p,p,e
2007,f,p,s,p,p,p
2008,f,h,f,p,e,e
2009,f,n,f,p,e,e
2010,f,w,s,p,p,p
2011,f,k,f,p,e,e
2012,f,n,s,p,e,e
2013,f,u,s,p,p,e
2014,f,k,s,p,e,e
2015,f,k,s,p,e,e
2016,f,p,f,p,e,e
2017,f,h,f,p,e,e
2018,f,n,s,p,p,e
2019,f,n,s,p,p,e
2020,f,p,s,p,e,e
2021,f,u,s,p,p,e
2022,f,n,s,p,p,e
2023,f,u,s,p,p,e
2024,f,k,s,p,e,e
2025,f,u,s,p,p,e
2026,f,n,s,p,p,e
2027,f,p,f,p,e,e
2028,f,n,s,p,p,e
2029,f,h,f,p,e,e
2030,f,k,s,p,p,e
2031,f,u,s,p,p,e
2032,f,h,s,p,e,e
2033,f,w,s,p,p,e
2034,f,p,s,p,p,e
2035,f,u,s,p,p,e
2036,f,p,s,p,e,e
2037,f,k,f,p,e,e
2038,f,p,f,p,e,e
2039,f,n,s,p,e,e
2040,f,w,s,p,p,e
2041,f,w,s,p,p,e
2042,f,n,s,p,p,e
2043,f,k,f,p,e,e
2044,f,n,s,p,e,e
2045,f,n,s,p,e,e
2046,f,p,s,p,p,e
2047,f,u,s,p,p,e
2048,f,h,f,p,e,e
2049,f,p,s,p,p,e
2050,f,n,s,p,p,e
2051,f,k,f,p,e,e
2052,f,k,s,p,p,e
2053,f,p,s,p,e,e
2054,f,p,s,p,e,e
2055,f,u,s,p,p,e
2056,f,k,f,p,e,e
2057,f,u,s,p,p,e
2058,f,p,s,p,p,e
2059,f,p,s,p,e,e
2060,f,n,s,p,p,e
2061,f,n,f,p,e,e
2062,f,n,s,p,p,p
2063,f,p,f,p,e,e
2064,f,n,s,p,p,e
2065,f,n,s,p,e,e
2066,f,u,s,p,p,e
2067,f,p,s,p,p,e
2068,f,n,s,p,p,p
2069,f,p,s,p,e,e
2070,f,n,s,p,p,e
2071,f,n,s,p,p,e
2072,f,n,s,p,p,e
2073,f,w,s,p,p,e
2074,f,u,s,p,p,e
2075,f,p,s,p,p,p
2076,f,k,s,p,p,e
2077,f,n,s,p,p,e
2078,f,w,s,p,p,e
2079,f,n,f,p,e,e
2080,f,u,s,p,p,e
2081,f,k,f,p,e,e
2082,f,p,f,p,e,e
2083,f,n,s,p,p,e
2084,f,u,s,p,p,e
2085,f,n,s,p,e,e
2086,f,n,s,p,e,e
2087,f,h,f,p,e,e
2088,f,p,s,p,p,e
2089,f,n,s,p,p,e
2090,f,p,s,p,p,p
2091,f,p,s,p,p,e
2092,f,k,s,p,e,e
2093,f,g,s,p,p,e
2094,f,h,f,p,e,e
2095,f,k,f,p,e,e
2096,f,p,s,p,p,e
2097,f,n,s,p,p,e
2098,f,p,f,p,e,e
2099,f,n,s,p,p,p
2100,f,k,s,p,e,e
2101,f,p,s,p,p,e
2102,f,p,s,p,p,e
2103,f,w,s,p,p,e
2104,f,p,s,p,p,e
2105,f,w,s,p,p,e
2106,f,u,s,p,p,e
2107,f,p,s,p,p,e
2108,f,u,s,p,p,e
2109,f,w,s,p,p,e
2110,f,p,s,p,p,e
2111,f,w,s,p,p,e
2112,f,u,s,p,p,e
2113,f,w,s,p,p,p
2114,f,n,s,p,p,e
2115,f,p,s,p,p,e
2116,f,p,s,p,p,e
2117,f,w,s,p,p,e
2118,f,n,s,p,p,e
2119,f,n,s,p,p,e
2120,f,u,s,p,p,e
2121,f,p,s,p,p,e
2122,f,n,s,p,p,e
2123,f,p,s,p,p,e
2124,f,u,s,p,p,e
2125,f,w,s,p,p,e
2126,f,u,s,p,p,e
2127,f,p,s,p,p,e
2128,f,n,s,p,p,e
2129,f,p,k,p,l,p
2130,f,p,s,p,p,p
2131,f,n,s,p,p,e
2132,f,h,s,p,e,e
2133,f,u,s,p,p,e
2134,f,n,s,p,p,e
2135,f,w,s,p,p,e
2136,f,u,s,p,p,e
2137,f,w,s,p,p,e
2138,f,u,s,p,p,e
2139,f,n,s,p,p,e
2140,f,w,s,p,p,e
2141,f,w,s,p,p,e
2142,f,u,s,p,p,e
2143,f,p,s,p,p,e
2144,f,n,s,p,p,e
2145,f,p,s,p,p,e
2146,f,n,s,p,p,e
2147,f,n,s,p,p,e
2148,f,n,s,p,p,p
2149,f,u,s,p,p,e
2150,f,w,s,p,p,p
2151,f,u,s,p,p,e
2152,f,p,s,p,p,e
2153,f,u,s,p,p,e
2154,f,p,s,p,p,e
2155,f,n,s,p,p,e
2156,f,p,s,p,p,e
2157,f,n,s,p,p,e
2158,f,u,s,p,p,e
2159,f,w,s,p,p,e
2160,f,u,s,p,p,e
2161,f,u,s,p,p,e
2162,f,p,s,p,p,e
2163,f,p,s,p,p,e
2164,f,u,s,p,p,e
2165,f,u,s,p,p,e
2166,f,n,s,p,p,e
2167,f,w,s,p,p,e
2168,f,p,s,p,p,e
2169,f,n,s,p,p,e
2170,f,p,s,p,p,e
2171,f,p,s,p,p,e
2172,f,n,s,p,p,e
2173,f,n,s,p,p,e
2174,f,n,s,p,p,e
2175,f,n,s,p,p,e
2176,f,p,s,p,p,e
2177,f,w,s,p,p,e
2178,f,p,s,p,p,e
2179,f,p,k,p,l,p
2180,f,u,s,p,p,e
2181,f,w,s,p,p,e
2182,f,u,s,p,p,e
2183,f,p,s,p,p,e
2184,f,w,s,p,p,e
2185,f,p,s,p,p,e
2186,f,p,s,p,p,e
2187,f,p,s,p,p,e
2188,f,n,s,p,p,e
2189,f,w,s,p,p,e
2190,f,u,s,p,p,e
2191,f,u,s,p,p,e
2192,f,w,s,p,p,e
2193,f,k,s,p,e,e
2194,f,u,s,p,p,e
2195,f,p,s,p,p,e
2196,f,n,s,p,p,e
2197,f,n,s,p,p,e
2198,f,u,s,p,p,e
2199,f,n,s,p,p,e
2200,f,p,s,p,p,e
2201,f,p,s,p,e,e
2202,f,w,s,p,p,e
2203,f,w,s,p,p,e
2204,f,p,s,p,p,e
2205,f,w,s,p,p,e
2206,f,u,s,p,p,e
2207,f,u,s,p,p,e
2208,f,w,s,p,p,e
2209,f,w,s,p,p,e
2210,f,w,s,p,p,e
2211,f,g,s,p,p,p
2212,f,p,s,p,p,e
2213,f,n,s,p,p,e
2214,f,p,s,p,p,e
2215,f,p,s,p,p,e
2216,f,w,s,p,p,e
2217,f,w,s,p,p,e
2218,f,p,s,p,p,e
2219,f,n,s,p,p,e
2220,f,w,s,p,p,e
2221,f,w,s,p,p,e
2222,f,p,s,p,p,e
2223,f,n,s,p,p,e
2224,f,u,s,p,p,e
2225,f,w,s,p,p,e
2226,f,p,s,p,p,e
2227,f,n,s,p,p,e
2228,f,k,f,p,e,e
2229,f,p,s,p,p,e
2230,f,p,s,p,p,e
2231,f,p,s,p,p,e
2232,f,w,s,p,p,e
2233,f,p,s,p,p,e
2234,f,p,s,p,p,e
2235,f,p,s,p,p,e
2236,f,p,s,p,p,e
2237,f,p,s,p,p,e
2238,f,h,s,p,e,e
2239,f,g,k,p,l,p
2240,f,p,s,p,p,e
2241,f,w,s,p,p,e
2242,f,w,s,p,p,p
2243,f,u,s,p,p,e
2244,f,n,s,p,p,e
2245,f,n,s,p,p,e
2246,f,n,s,p,p,e
2247,f,p,s,p,p,e
2248,f,n,f,p,e,e
2249,f,u,s,p,p,e
2250,f,n,s,p,p,e
2251,f,u,s,p,p,e
2252,f,w,s,p,p,e
2253,f,h,f,p,e,e
2254,f,p,s,p,p,e
2255,f,w,s,p,p,e
2256,f,p,s,p,p,e
2257,f,u,s,p,p,e
2258,f,w,s,p,p,e
2259,f,u,s,p,p,e
2260,f,n,s,p,p,e
2261,f,n,f,p,e,e
2262,f,w,s,p,p,e
2263,f,n,s,p,p,e
2264,f,w,s,p,p,e
2265,f,w,s,p,p,e
2266,f,n,s,p,p,e
2267,f,h,s,p,e,e
2268,f,p,s,p,p,e
2269,f,p,s,p,p,e
2270,f,p,s,p,p,e
2271,f,n,s,p,p,e
2272,f,n,s,p,e,e
2273,f,n,s,p,p,e
2274,f,u,s,p,p,e
2275,f,n,s,p,p,e
2276,f,u,s,p,p,e
2277,f,u,s,p,p,e
2278,f,w,s,p,p,e
2279,f,n,s,p,p,e
2280,f,w,s,p,p,e
2281,f,p,s,p,p,e
2282,f,u,s,p,p,e
2283,f,p,s,p,p,e
2284,f,n,s,p,p,e
2285,f,p,s,p,p,e
2286,f,n,s,p,p,p
2287,f,w,s,p,p,e
2288,f,p,s,p,p,e
2289,f,p,s,p,p,p
2290,f,u,s,p,p,e
2291,f,u,s,p,p,e
2292,f,n,s,p,p,e
2293,f,n,s,p,p,e
2294,f,p,s,p,p,e
2295,f,p,s,p,p,e
2296,f,n,s,p,e,e
2297,f,p,s,p,p,e
2298,f,p,s,p,e,e
2299,f,w,s,p,p,e
2300,f,p,s,p,p,e
2301,f,p,s,p,p,e
2302,f,u,s,p,p,e
2303,f,w,s,p,p,e
2304,f,w,s,p,p,e
2305,f,w,s,p,p,e
2306,f,n,s,p,p,e
2307,f,p,s,p,p,e
2308,f,p,s,p,p,e
2309,f,n,s,p,p,e
2310,f,w,s,p,p,e
2311,f,w,s,p,p,e
2312,f,n,s,p,p,e
2313,f,p,s,p,p,e
2314,f,u,s,p,p,e
2315,f,w,s,p,p,e
2316,f,w,s,p,p,e
2317,f,p,s,p,p,e
2318,f,w,s,p,p,e
2319,f,p,s,p,p,e
2320,f,n,s,p,p,e
2321,f,w,s,p,p,e
2322,f,w,s,p,p,e
2323,f,p,s,p,p,e
2324,f,w,s,p,p,e
2325,f,u,s,p,p,e
2326,f,u,s,p,p,e
2327,f,w,s,p,p,e
2328,f,u,s,p,p,e
2329,f,w,s,p,p,e
2330,f,w,s,p,p,e
2331,f,w,s,p,p,e
2332,f,w,s,p,p,e
2333,f,n,s,p,p,e
2334,f,u,s,p,p,e
2335,f,u,s,p,p,e
2336,f,w,s,p,p,e
2337,f,p,s,p,p,e
2338,f,u,s,p,p,e
2339,f,w,s,p,p,e
2340,f,n,s,p,p,e
2341,f,u,s,p,p,e
2342,f,u,s,p,p,e
2343,f,u,s,p,p,e
2344,f,w,s,p,p,e
2345,f,p,s,p,p,e
2346,f,u,s,p,p,e
2347,f,h,s,p,e,e
2348,f,w,s,p,p,e
2349,f,n,f,p,e,e
2350,f,u,s,p,p,e
2351,f,w,s,p,p,e
2352,f,w,s,p,p,p
2353,f,n,s,p,p,e
2354,f,w,s,p,p,e
2355,f,w,s,p,p,e
2356,f,n,s,p,p,e
2357,f,n,s,p,p,e
2358,f,p,s,p,p,e
2359,f,n,s,p,p,e
2360,f,n,s,p,p,e
2361,f,n,s,p,p,e
2362,f,p,s,p,p,e
2363,f,u,s,p,p,e
2364,f,n,s,p,p,e
2365,f,w,s,p,p,e
2366,f,p,s,p,p,e
2367,f,n,s,p,p,e
2368,f,k,s,p,e,e
2369,f,n,s,p,p,e
2370,f,w,s,p,p,e
2371,f,w,s,p,p,e
2372,f,p,s,p,p,e
2373,f,n,s,p,p,e
2374,f,u,s,p,p,e
2375,f,p,s,p,p,e
2376,f,w,s,p,p,p
2377,f,w,s,p,p,e
2378,f,k,s,p,e,e
2379,f,p,s,p,e,e
2380,f,p,s,p,p,e
2381,f,n,s,p,p,e
2382,f,n,s,p,p,e
2383,f,n,s,p,p,e
2384,f,u,s,p,p,e
2385,f,w,s,p,p,e
2386,f,h,k,p,l,p
2387,f,w,s,p,p,e
2388,f,h,s,p,e,e
2389,f,n,s,p,p,p
2390,f,p,s,p,p,e
2391,f,n,s,p,p,e
2392,f,p,s,p,p,e
2393,f,u,s,p,p,e
2394,f,w,s,p,p,e
2395,f,u,s,p,p,e
2396,f,u,s,p,p,e
2397,f,u,s,p,p,e
2398,f,n,s,p,p,e
2399,f,u,s,p,p,e
2400,f,n,s,p,p,e
2401,f,n,s,p,p,p
2402,f,n,s,p,p,e
2403,f,p,s,p,p,e
2404,f,w,s,p,p,e
2405,f,p,s,p,p,e
2406,f,w,s,p,p,e
2407,f,w,s,p,p,e
2408,f,w,s,p,p,e
2409,f,w,s,p,p,e
2410,f,n,s,p,p,e
2411,f,p,s,p,p,e
2412,f,p,s,p,p,e
2413,f,p,s,p,p,e
2414,f,n,s,p,p,e
2415,f,u,s,p,p,e
2416,f,p,s,p,p,e
2417,f,w,s,p,p,e
2418,f,u,s,p,p,e
2419,f,p,s,p,p,e
2420,f,p,s,p,p,e
2421,f,u,s,p,p,e
2422,f,p,s,p,p,e
2423,f,p,s,p,p,e
2424,f,n,s,p,p,e
2425,f,u,s,p,p,e
2426,f,p,s,p,p,e
2427,f,g,s,p,p,p
2428,f,u,s,p,p,e
2429,f,w,s,p,p,e
2430,f,w,s,p,p,e
2431,f,u,s,p,p,e
2432,f,n,s,p,p,e
2433,f,w,s,p,p,e
2434,f,n,s,p,p,e
2435,f,p,s,p,p,e
2436,f,u,s,p,p,e
2437,f,p,s,p,p,e
2438,f,u,s,p,p,e
2439,f,p,s,p,p,e
2440,f,u,s,p,p,e
2441,f,u,s,p,p,e
2442,f,w,s,p,p,e
2443,f,n,s,p,p,e
2444,f,h,k,p,l,p
2445,f,u,s,p,p,e
2446,f,p,s,p,p,e
2447,f,w,s,p,p,e
2448,f,p,s,p,p,e
2449,f,p,s,p,p,e
2450,f,n,s,p,p,e
2451,f,p,s,p,p,e
2452,f,w,s,p,p,e
2453,f,k,s,p,e,e
2454,f,n,s,p,p,e
2455,f,p,s,p,p,e
2456,f,p,s,p,p,e
2457,f,n,s,p,p,e
2458,f,p,s,p,p,e
2459,f,p,s,p,p,e
2460,f,w,s,p,p,e
2461,f,w,s,p,p,e
2462,f,p,s,p,p,e
2463,f,n,s,p,p,e
2464,f,u,s,p,p,e
2465,f,u,s,p,p,e
2466,f,p,s,p,p,e
2467,f,p,s,p,p,e
2468,f,p,s,p,p,e
2469,f,u,s,p,p,e
2470,f,w,s,p,p,e
2471,f,p,s,p,p,e
2472,f,p,s,p,p,e
2473,f,w,s,p,p,e
2474,f,w,s,p,p,e
2475,f,p,s,p,p,e
2476,f,n,s,p,p,e
2477,f,w,s,p,p,e
2478,f,u,s,p,p,e
2479,f,k,s,p,p,p
2480,f,n,f,p,e,e
2481,f,u,s,p,p,e
2482,f,n,s,p,p,e
2483,f,u,s,p,p,p
2484,f,w,s,p,p,e
2485,f,p,s,p,p,e
2486,f,p,s,p,p,e
2487,f,u,s,p,p,e
2488,f,k,s,p,e,e
2489,f,p,s,p,p,e
2490,f,n,s,p,p,e
2491,f,n,s,p,p,e
2492,f,n,s,p,p,e
2493,f,n,s,p,p,e
2494,f,w,s,p,p,e
2495,f,p,s,p,p,e
2496,f,p,s,p,p,p
2497,f,u,s,p,p,e
2498,f,w,s,p,p,e
2499,f,n,s,p,p,e
2500,f,p,s,p,p,e
2501,f,h,f,p,e,e
2502,f,k,f,p,e,e
2503,f,w,s,p,p,e
2504,f,n,s,p,p,e
2505,f,p,s,p,p,e
2506,f,u,s,p,p,e
2507,f,p,s,p,p,e
2508,f,w,s,p,p,e
2509,f,w,s,p,p,e
2510,f,w,s,p,p,e
2511,f,n,s,p,p,e
2512,f,w,s,p,p,e
2513,f,p,s,p,p,p
2514,f,u,s,p,p,e
2515,f,p,s,p,p,e
2516,f,u,s,p,p,e
2517,f,p,s,p,p,e
2518,f,w,s,p,p,e
2519,f,n,f,p,e,e
2520,f,u,s,p,p,e
2521,f,p,s,p,p,e
2522,f,n,s,p,p,e
2523,f,p,s,p,p,e
2524,f,n,s,p,p,e
2525,f,n,s,p,p,e
2526,f,n,s,p,p,e
2527,f,u,s,p,p,e
2528,f,w,s,p,p,e
2529,f,p,s,p,p,e
2530,f,p,s,p,p,e
2531,f,n,s,p,p,e
2532,f,w,s,p,p,e
2533,f,n,s,p,p,e
2534,f,g,k,p,l,p
2535,f,u,s,p,p,e
2536,f,u,s,p,p,e
2537,f,h,k,p,l,p
2538,f,n,s,p,p,e
2539,f,n,s,p,p,e
2540,f,h,k,p,l,p
2541,f,n,s,p,p,p
2542,f,u,s,p,p,e
2543,f,p,s,p,p,e
2544,f,u,s,p,p,e
2545,f,w,s,p,p,e
2546,f,n,s,p,p,e
2547,f,n,s,p,p,e
2548,f,w,s,p,p,e
2549,f,p,s,p,p,e
2550,f,w,s,p,p,e
2551,f,u,s,p,p,e
2552,f,p,s,p,p,e
2553,f,u,s,p,p,e
2554,f,n,s,p,p,e
2555,f,p,s,p,p,e
2556,f,u,s,p,p,e
2557,f,w,s,p,p,e
2558,f,u,s,p,p,e
2559,f,n,s,p,p,e
2560,f,u,s,p,p,e
2561,f,g,s,p,p,p
2562,f,u,s,p,p,e
2563,f,w,s,p,p,e
2564,f,n,s,p,p,e
2565,f,n,s,p,p,e
2566,f,w,s,p,p,e
2567,f,p,k,p,l,p
2568,f,n,s,p,p,e
2569,f,p,s,p,p,e
2570,f,w,s,p,p,e
2571,f,p,s,p,p,e
2572,f,p,k,p,l,p
2573,f,w,s,p,p,e
2574,f,p,s,p,p,e
2575,f,p,s,p,p,e
2576,f,n,s,p,p,e
2577,f,u,s,p,p,e
2578,f,n,s,p,p,e
2579,f,p,s,p,p,e
2580,f,n,s,p,p,e
2581,f,n,s,p,p,e
2582,f,p,s,p,p,e
2583,f,n,s,p,p,e
2584,f,n,s,p,p,e
2585,f,w,s,p,p,e
2586,f,p,s,p,p,e
2587,f,w,s,p,p,e
2588,f,u,s,p,p,e
2589,f,w,s,p,p,e
2590,f,p,s,p,p,e
2591,f,p,s,p,p,e
2592,f,n,s,p,p,e
2593,f,p,s,p,p,e
2594,f,w,s,p,p,e
2595,f,g,k,p,l,p
2596,f,n,s,p,p,e
2597,f,w,s,p,p,e
2598,f,n,s,p,p,e
2599,f,n,s,p,p,e
2600,f,w,s,p,p,e
2601,f,u,s,p,p,e
2602,f,n,s,p,p,e
2603,f,n,s,p,p,e
2604,f,w,s,p,p,e
2605,f,n,s,p,p,e
2606,f,g,k,p,l,p
2607,f,p,s,p,p,e
2608,f,n,s,p,p,e
2609,f,n,s,p,p,e
2610,f,n,s,p,p,e
2611,f,p,s,p,p,e
2612,f,w,s,p,p,e
2613,f,u,s,p,p,e
2614,f,n,s,p,p,e
2615,f,p,s,p,p,e
2616,f,w,s,p,p,e
2617,f,p,s,p,p,e
2618,f,u,s,p,p,e
2619,f,w,s,p,p,e
2620,f,p,s,p,p,e
2621,f,u,s,p,p,e
2622,f,n,s,p,p,e
2623,f,n,s,p,p,e
2624,f,u,s,p,p,e
2625,f,p,s,p,p,e
2626,f,w,s,p,p,e
2627,f,p,s,p,p,e
2628,f,g,s,p,p,p
2629,f,n,s,p,p,e
2630,f,w,s,p,p,e
2631,f,p,s,p,e,e
2632,f,w,s,p,p,e
2633,f,n,s,p,p,e
2634,f,w,s,p,p,e
2635,f,w,s,p,p,e
2636,f,p,s,p,p,e
2637,f,n,s,p,p,e
2638,f,n,s,p,p,e
2639,f,n,s,p,p,e
2640,f,p,s,p,p,e
2641,f,u,s,p,p,e
2642,f,p,s,p,p,e
2643,f,w,s,p,p,e
2644,f,u,s,p,p,e
2645,f,w,s,p,p,e
2646,f,u,s,p,p,e
2647,f,p,s,p,p,e
2648,f,h,s,p,e,e
2649,f,p,s,p,p,e
2650,f,u,s,p,p,e
2651,f,n,s,p,p,e
2652,f,w,s,p,p,e
2653,f,u,s,p,p,e
2654,f,w,s,p,p,e
2655,f,p,s,p,p,e
2656,f,w,s,p,p,e
2657,f,u,s,p,p,e
2658,f,p,s,p,p,e
2659,f,w,s,p,p,e
2660,f,w,s,p,p,e
2661,f,p,s,p,p,e
2662,f,p,s,p,p,e
2663,f,p,s,p,p,e
2664,f,n,s,p,p,e
2665,f,p,s,p,p,e
2666,f,u,s,p,p,e
2667,f,n,s,p,p,e
2668,f,n,s,p,p,e
2669,f,w,s,p,p,e
2670,f,u,s,p,p,e
2671,f,w,s,p,p,e
2672,f,n,s,p,p,e
2673,f,p,s,p,p,e
2674,f,w,s,p,p,e
2675,f,w,s,p,p,e
2676,f,u,s,p,p,e
2677,f,n,s,p,p,e
2678,f,u,s,p,p,e
2679,f,u,s,p,p,e
2680,f,n,s,p,p,e
2681,f,p,s,p,p,e
2682,f,n,s,p,p,e
2683,f,u,s,p,p,e
2684,f,p,s,p,p,p
2685,f,p,s,p,p,e
2686,f,w,s,p,p,e
2687,f,w,s,p,p,e
2688,f,n,s,p,p,e
2689,f,w,s,p,p,e
2690,f,w,s,p,p,e
2691,f,n,s,p,e,e
2692,f,w,s,p,p,e
2693,f,w,s,p,p,e
2694,f,p,s,p,p,e
2695,f,p,s,p,p,e
2696,f,n,s,p,p,e
2697,f,p,s,p,p,e
2698,f,h,k,p,l,p
2699,f,w,s,p,p,e
2700,f,u,s,p,p,e
2701,f,n,s,p,p,e
2702,f,n,s,p,p,e
2703,f,n,s,p,p,e
2704,f,w,s,p,p,e
2705,f,u,s,p,p,e
2706,f,w,s,p,p,e
2707,f,u,s,p,p,e
2708,f,w,s,p,p,e
2709,f,n,s,p,p,e
2710,f,u,s,p,p,e
2711,f,u,s,p,p,e
2712,f,p,s,p,p,e
2713,f,u,s,p,p,e
2714,f,u,s,p,p,e
2715,f,p,s,p,p,e
2716,f,p,s,p,p,e
2717,f,p,s,p,p,e
2718,f,w,s,p,p,e
2719,f,w,s,p,p,e
2720,f,u,s,p,p,e
2721,f,u,s,p,p,e
2722,f,n,s,p,p,e
2723,f,p,s,p,p,e
2724,f,p,s,p,p,e
2725,f,n,s,p,p,e
2726,f,u,s,p,p,e
2727,f,p,s,p,p,e
2728,f,u,s,p,p,e
2729,f,p,s,p,p,e
2730,f,u,s,p,p,e
2731,f,h,f,p,e,e
2732,f,n,s,p,p,e
2733,f,w,s,p,p,e
2734,f,n,s,p,p,e
2735,f,u,s,p,p,e
2736,f,u,s,p,p,e
2737,f,n,s,p,p,e
2738,f,w,s,p,p,e
2739,f,w,s,p,p,e
2740,f,u,s,p,p,e
2741,f,u,s,p,p,e
2742,f,p,s,p,p,e
2743,f,u,s,p,p,e
2744,f,p,s,p,p,e
2745,f,w,s,p,p,e
2746,f,w,s,p,p,e
2747,f,n,s,p,p,e
2748,f,u,s,p,p,e
2749,f,n,s,p,p,e
2750,f,p,s,p,p,p
2751,f,n,s,p,p,e
2752,f,p,s,p,p,e
2753,f,n,s,p,p,e
2754,f,w,s,p,p,e
2755,f,w,s,p,p,e
2756,f,p,s,p,p,e
2757,f,w,s,p,p,e
2758,f,n,s,p,p,e
2759,f,p,s,p,p,e
2760,f,w,s,p,p,e
2761,f,u,s,p,p,e
2762,f,u,s,p,p,e
2763,f,w,s,p,p,e
2764,f,u,s,p,p,e
2765,f,u,s,p,p,e
2766,f,n,s,p,p,e
2767,f,g,k,p,l,p
2768,f,w,s,p,p,e
2769,f,w,s,p,p,e
2770,f,u,s,p,p,e
2771,f,g,k,p,l,p
2772,f,u,s,p,p,e
2773,f,n,s,p,p,e
2774,f,u,s,p,p,e
2775,f,p,s,p,p,e
2776,f,p,s,p,p,e
2777,f,p,s,p,p,e
2778,f,n,s,p,p,e
2779,f,n,s,p,p,e
2780,f,w,s,p,p,e
2781,f,u,s,p,p,e
2782,f,p,s,p,p,e
2783,f,u,s,p,p,e
2784,f,p,s,p,p,e
2785,f,p,s,p,p,e
2786,f,n,s,p,p,e
2787,f,w,s,p,p,e
2788,f,w,s,p,p,e
2789,f,p,f,p,e,e
2790,f,p,s,p,p,e
2791,f,p,s,p,p,e
2792,f,w,s,p,p,e
2793,f,u,s,p,p,e
2794,f,w,s,p,p,e
2795,f,w,s,p,p,e
2796,f,n,s,p,p,e
2797,f,w,s,p,p,e
2798,f,g,s,p,p,p
2799,f,p,s,p,p,e
2800,f,n,s,p,p,e
2801,f,w,s,p,p,e
2802,f,h,s,p,e,e
2803,f,n,s,p,p,e
2804,f,n,s,p,p,e
2805,f,w,s,p,p,e
2806,f,w,s,p,p,e
2807,f,n,s,p,p,e
2808,f,n,s,p,p,e
2809,f,n,s,p,p,e
2810,f,n,s,p,p,e
2811,f,n,s,p,p,e
2812,f,w,s,p,p,e
2813,f,p,s,p,p,e
2814,f,p,s,p,p,e
2815,f,n,s,p,p,e
2816,f,w,s,p,p,e
2817,f,w,s,p,p,e
2818,f,n,f,p,e,e
2819,f,w,s,p,p,e
2820,f,n,s,p,p,e
2821,f,u,s,p,p,e
2822,f,p,s,p,p,e
2823,f,n,s,p,p,e
2824,f,u,s,p,p,e
2825,f,u,s,p,p,e
2826,f,p,s,p,p,e
2827,f,u,s,p,p,e
2828,f,n,s,p,p,e
2829,f,p,s,p,p,e
2830,f,p,s,p,p,e
2831,f,w,s,p,p,e
2832,f,u,s,p,p,e
2833,f,u,s,p,p,e
2834,f,n,s,p,p,e
2835,f,n,s,p,p,e
2836,f,w,s,p,p,e
2837,f,w,s,p,p,e
2838,f,n,s,p,p,e
2839,f,u,s,p,p,e
2840,f,u,s,p,p,e
2841,f,u,s,p,p,e
2842,f,u,s,p,p,p
2843,f,p,s,p,p,e
2844,f,p,s,p,p,e
2845,f,p,f,p,e,e
2846,f,p,s,p,p,e
2847,f,u,s,p,p,e
2848,f,u,s,p,p,e
2849,f,n,s,p,p,e
2850,f,w,s,p,p,e
2851,f,w,s,p,p,e
2852,f,w,s,p,p,e
2853,f,u,s,p,p,e
2854,f,n,s,p,p,e
2855,f,w,s,p,p,e
