id,cap-surface,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-color-below-ring,ring-number,ring-type
4096,f,n,f,c,b,b,p,o,p
4097,f,n,f,c,b,b,w,o,p
4098,y,f,f,c,b,b,b,o,l
4099,f,c,f,c,n,b,w,o,p
4100,y,f,f,c,b,b,n,o,l
4101,y,y,f,c,n,?,p,o,e
4102,f,f,f,c,b,b,p,o,l
4103,y,f,f,c,b,b,p,o,l
4104,y,n,f,c,b,b,p,o,p
4105,y,f,f,c,n,?,p,o,e
4106,y,n,f,c,b,b,g,o,p
4107,s,n,f,c,b,b,w,t,p
4108,f,n,f,c,b,b,g,o,p
4109,f,f,f,c,b,b,n,o,l
4110,y,n,f,c,b,b,g,o,p
4111,f,f,f,c,b,b,n,o,l
4112,f,f,f,c,b,b,n,o,l
4113,f,f,f,c,b,b,p,o,l
4114,f,n,f,c,b,b,w,o,p
4115,f,f,f,c,b,b,p,o,l
4116,f,f,f,c,b,b,b,o,l
4117,f,f,f,c,b,b,n,o,l
4118,f,f,f,c,b,b,b,o,l
4119,f,f,f,c,b,b,n,o,l
4120,f,f,f,c,b,b,b,o,l
4121,y,f,f,c,b,b,b,o,l
4122,y,n,f,c,b,b,g,o,p
4123,f,f,f,c,b,b,p,o,l
4124,f,f,f,c,b,b,p,o,l
4125,f,n,f,c,b,b,p,o,p
4126,y,f,f,c,b,b,p,o,l
4127,y,f,f,c,b,b,p,o,l
4128,y,n,f,c,b,b,p,o,p
4129,y,f,f,c,b,b,p,o,l
4130,f,n,f,c,b,b,g,o,p
4131,y,f,f,c,b,b,b,o,l
4132,y,f,f,c,b,b,b,o,l
4133,y,f,f,c,b,b,b,o,l
4134,s,c,f,c,n,b,w,o,p
4135,f,n,f,c,b,b,p,o,p
4136,y,f,f,c,b,b,p,o,l
4137,f,f,f,c,b,b,b,o,l
4138,y,f,f,c,b,b,n,o,l
4139,y,n,f,c,b,b,w,o,p
4140,y,f,f,c,b,b,n,o,l
4141,f,f,f,c,b,b,b,o,l
4142,y,n,f,c,b,b,g,o,p
4143,y,n,f,c,b,b,g,o,p
4144,s,f,f,c,b,b,w,o,p
4145,f,f,f,c,b,b,n,o,l
4146,y,f,f,c,b,b,b,o,l
4147,y,f,f,c,b,b,b,o,l
4148,f,f,f,c,b,b,n,o,l
4149,y,f,f,c,b,b,n,o,l
4150,y,f,f,c,b,b,p,o,l
4151,y,n,f,c,b,b,w,o,p
4152,y,f,f,c,b,b,n,o,l
4153,y,f,f,c,b,b,p,o,l
4154,y,f,f,c,b,b,b,o,l
4155,f,n,f,c,b,b,p,o,p
4156,y,n,f,c,b,b,w,o,p
4157,y,n,f,c,b,b,p,o,p
4158,f,f,f,c,b,b,n,o,l
4159,f,f,f,c,b,b,p,o,l
4160,y,n,f,c,b,b,p,o,p
4161,y,f,f,c,b,b,b,o,l
4162,f,n,f,c,b,b,w,o,p
4163,f,f,f,c,b,b,p,o,l
4164,y,f,f,c,b,b,n,o,l
4165,y,f,f,c,b,b,p,o,l
4166,f,n,f,w,n,b,n,o,e
4167,f,f,f,c,b,b,n,o,l
4168,f,f,f,c,b,b,p,o,l
4169,y,f,f,c,b,b,n,o,l
4170,y,f,f,c,b,b,b,o,l
4171,s,f,f,c,b,b,w,o,p
4172,f,f,f,c,b,b,n,o,l
4173,y,f,f,c,b,b,p,o,l
4174,f,f,f,c,b,b,b,o,l
4175,f,f,f,c,b,b,p,o,l
4176,f,f,f,c,b,b,p,o,l
4177,f,n,f,c,b,b,w,o,p
4178,f,f,f,c,b,b,b,o,l
4179,f,f,f,c,b,b,b,o,l
4180,y,n,f,c,b,b,p,o,p
4181,y,f,f,c,b,b,p,o,l
4182,f,f,f,c,b,b,b,o,l
4183,y,f,f,c,b,b,n,o,l
4184,f,n,f,c,b,b,w,o,p
4185,f,f,f,c,b,b,p,o,l
4186,f,f,f,c,b,b,p,o,l
4187,y,n,f,c,b,b,w,o,p
4188,f,n,f,c,b,b,g,o,p
4189,y,f,f,c,b,b,n,o,l
4190,y,f,f,c,b,b,p,o,l
4191,f,f,f,c,b,b,b,o,l
4192,f,f,f,c,b,b,p,o,l
4193,f,f,f,c,b,b,b,o,l
4194,y,f,f,c,b,b,n,o,l
4195,s,f,f,c,b,b,w,o,p
4196,f,n,f,c,b,b,p,o,p
4197,y,y,f,c,n,?,p,o,e
4198,y,n,f,c,b,b,w,o,p
4199,f,c,f,w,n,b,w,o,p
4200,f,c,f,w,n,b,w,o,p
4201,y,y,f,c,n,?,w,o,e
4202,f,f,f,c,b,b,p,o,l
4203,f,f,f,c,b,b,b,o,l
4204,s,f,f,c,b,b,w,o,p
4205,y,f,f,c,b,b,p,o,l
4206,f,f,f,c,b,b,b,o,l
4207,y,f,f,c,b,b,p,o,l
4208,f,f,f,c,b,b,b,o,l
4209,y,f,f,c,b,b,b,o,l
4210,y,f,f,c,b,b,p,o,l
4211,f,f,f,c,b,b,p,o,l
4212,f,f,f,c,b,b,b,o,l
4213,f,f,f,c,b,b,n,o,l
4214,f,f,f,c,b,b,b,o,l
4215,f,f,f,c,b,b,p,o,l
4216,y,f,f,c,b,b,p,o,l
4217,s,f,f,c,b,b,w,o,p
4218,f,f,f,c,b,b,n,o,l
4219,f,f,f,c,b,b,b,o,l
4220,y,f,f,c,b,b,p,o,l
4221,f,f,f,c,b,b,n,o,l
4222,f,f,f,c,b,b,p,o,l
4223,y,f,f,c,b,b,n,o,l
4224,y,f,f,c,b,b,b,o,l
4225,y,n,f,c,b,b,w,o,p
4226,f,f,f,c,b,b,p,o,l
4227,f,f,f,c,b,b,p,o,l
4228,y,f,f,c,b,b,p,o,l
4229,f,f,f,c,b,b,p,o,l
4230,f,f,f,c,b,b,p,o,l
4231,f,f,f,c,b,b,b,o,l
4232,y,f,f,c,b,b,p,o,l
4233,s,f,f,c,b,b,w,o,p
4234,f,f,f,c,b,b,n,o,l
4235,f,f,f,c,b,b,p,o,l
4236,y,f,f,c,b,b,n,o,l
4237,f,f,f,c,b,b,b,o,l
4238,f,f,f,c,b,b,n,o,l
4239,f,f,f,c,b,b,b,o,l
4240,y,f,f,c,b,b,b,o,l
4241,f,f,f,c,b,b,p,o,l
4242,f,f,f,c,b,b,b,o,l
4243,f,f,f,c,b,b,b,o,l
4244,y,f,f,c,b,b,n,o,l
4245,y,f,f,c,b,b,b,o,l
4246,s,f,f,c,b,b,w,o,p
4247,f,f,f,c,b,b,b,o,l
4248,s,f,f,c,b,b,w,o,p
4249,y,f,f,c,b,b,b,o,l
4250,y,f,f,c,b,b,n,o,l
4251,f,f,f,c,b,b,b,o,l
4252,f,f,f,c,b,b,n,o,l
4253,y,f,f,c,b,b,p,o,l
4254,y,n,f,c,b,b,g,o,p
4255,y,f,f,c,b,b,p,o,l
4256,y,f,f,c,b,b,n,o,l
4257,f,f,f,c,b,b,b,o,l
4258,y,f,f,c,b,b,p,o,l
4259,f,f,f,c,b,b,p,o,l
4260,y,f,f,c,b,b,p,o,l
4261,f,f,f,c,b,b,b,o,l
4262,y,f,f,c,b,b,p,o,l
4263,f,c,f,c,n,b,w,o,p
4264,y,f,f,c,b,b,n,o,l
4265,f,f,f,c,b,b,n,o,l
4266,f,f,f,c,b,b,p,o,l
4267,y,f,f,c,b,b,n,o,l
4268,f,f,f,c,b,b,n,o,l
4269,y,f,f,c,b,b,n,o,l
4270,f,f,f,c,b,b,n,o,l
4271,f,f,f,c,b,b,p,o,l
4272,y,f,f,c,b,b,b,o,l
4273,y,f,f,c,b,b,p,o,l
4274,y,f,f,c,b,b,b,o,l
4275,y,f,f,c,b,b,n,o,l
4276,f,f,f,c,b,b,n,o,l
4277,y,n,f,w,n,b,n,o,e
4278,f,f,f,c,b,b,n,o,l
4279,y,f,f,c,b,b,p,o,l
4280,f,f,f,c,b,b,p,o,l
4281,y,f,f,c,b,b,b,o,l
4282,f,f,f,c,b,b,p,o,l
4283,f,f,f,c,b,b,p,o,l
4284,s,n,f,c,b,?,w,t,e
4285,f,f,f,c,b,b,b,o,l
4286,f,f,f,c,b,b,b,o,l
4287,y,f,f,c,b,b,b,o,l
4288,y,f,f,c,b,b,p,o,l
4289,f,f,f,c,b,b,b,o,l
4290,y,f,f,c,b,b,n,o,l
4291,y,f,f,c,b,b,b,o,l
4292,s,n,f,c,b,?,e,t,e
4293,f,f,f,c,b,b,n,o,l
4294,f,f,f,c,b,b,n,o,l
4295,f,f,f,c,b,b,n,o,l
4296,f,f,f,c,b,b,b,o,l
4297,f,f,f,c,b,b,p,o,l
4298,f,f,f,c,b,b,b,o,l
4299,y,f,f,c,b,b,p,o,l
4300,y,f,f,c,b,b,n,o,l
4301,f,f,f,c,b,b,n,o,l
4302,f,f,f,c,b,b,p,o,l
4303,f,f,f,c,b,b,n,o,l
4304,f,f,f,c,b,b,n,o,l
4305,f,f,f,c,b,b,b,o,l
4306,y,n,f,c,b,b,w,o,p
4307,y,f,f,c,b,b,b,o,l
4308,y,f,f,c,b,b,p,o,l
4309,y,f,f,c,b,b,n,o,l
4310,y,f,f,c,b,b,b,o,l
4311,y,f,f,c,b,b,n,o,l
4312,y,f,f,c,b,b,b,o,l
4313,f,f,f,c,b,b,b,o,l
4314,f,f,f,c,b,b,n,o,l
4315,y,f,f,c,b,b,b,o,l
4316,f,f,f,c,b,b,p,o,l
4317,f,f,f,c,b,b,b,o,l
4318,f,f,f,c,b,b,b,o,l
4319,y,f,f,c,b,b,p,o,l
4320,f,f,f,c,b,b,n,o,l
4321,y,f,f,c,b,b,p,o,l
4322,f,f,f,c,b,b,b,o,l
4323,f,f,f,c,b,b,p,o,l
4324,y,f,f,c,b,b,b,o,l
4325,y,f,f,c,b,b,b,o,l
4326,y,f,f,c,b,b,b,o,l
4327,y,n,f,c,n,?,w,o,f
4328,y,f,f,c,b,b,b,o,l
4329,f,f,f,c,b,b,p,o,l
4330,y,s,f,c,n,?,w,o,e
4331,y,f,f,c,b,b,n,o,l
4332,y,n,f,c,n,?,n,o,e
4333,f,f,f,c,b,b,p,o,l
4334,y,f,f,c,b,b,n,o,l
4335,y,f,f,c,b,b,p,o,l
4336,y,f,f,c,b,b,p,o,l
4337,f,f,f,c,b,b,p,o,l
4338,f,f,f,c,b,b,p,o,l
4339,y,f,f,c,b,b,b,o,l
4340,y,f,f,c,b,b,n,o,l
4341,y,f,f,c,b,b,n,o,l
4342,y,n,f,c,b,b,p,o,p
4343,f,f,f,c,b,b,n,o,l
4344,y,f,f,c,b,b,p,o,l
4345,f,f,f,c,b,b,n,o,l
4346,f,f,f,c,b,b,b,o,l
4347,f,f,f,c,b,b,b,o,l
4348,f,f,f,c,b,b,p,o,l
4349,y,f,f,c,b,b,p,o,l
4350,s,f,f,c,b,b,w,o,p
4351,y,f,f,c,b,b,b,o,l
4352,y,f,f,c,b,b,n,o,l
4353,f,f,f,c,b,b,n,o,l
4354,y,f,f,c,b,b,n,o,l
4355,f,f,f,c,b,b,b,o,l
4356,y,f,f,c,b,b,n,o,l
4357,y,f,f,c,b,b,n,o,l
4358,s,n,f,c,b,?,e,t,e
4359,f,f,f,c,b,b,p,o,l
4360,f,f,f,c,b,b,p,o,l
4361,y,f,f,c,b,b,n,o,l
4362,y,f,f,c,b,b,p,o,l
4363,y,f,f,c,b,b,n,o,l
4364,f,f,f,c,b,b,b,o,l
4365,y,n,f,w,n,b,w,o,p
4366,s,f,f,c,b,b,w,o,p
4367,y,f,f,c,b,b,p,o,l
4368,y,f,f,c,b,b,b,o,l
4369,y,f,f,c,b,b,p,o,l
4370,y,f,f,c,b,b,p,o,l
4371,f,f,f,c,b,b,n,o,l
4372,y,f,f,c,b,b,p,o,l
4373,f,f,f,c,b,b,p,o,l
4374,f,f,f,c,b,b,p,o,l
4375,s,f,f,c,b,b,w,o,p
4376,y,n,f,c,b,b,p,o,p
4377,y,y,f,c,n,?,p,o,e
4378,y,f,f,c,b,b,p,o,l
4379,f,f,f,c,b,b,n,o,l
4380,y,n,f,c,b,b,g,o,p
4381,y,n,f,c,b,?,e,t,e
4382,y,f,f,c,b,b,n,o,l
4383,y,f,f,c,b,b,n,o,l
4384,y,f,f,c,b,b,b,o,l
4385,y,f,f,c,b,b,n,o,l
4386,f,f,f,c,b,b,n,o,l
4387,y,f,f,c,b,b,b,o,l
4388,f,f,f,c,b,b,n,o,l
4389,y,f,f,c,b,b,b,o,l
4390,y,f,f,c,b,b,p,o,l
4391,y,f,f,c,b,b,n,o,l
4392,y,f,f,c,b,b,n,o,l
4393,y,f,f,c,b,b,b,o,l
4394,y,f,f,c,b,b,b,o,l
4395,y,f,f,c,b,b,p,o,l
4396,y,f,f,c,b,b,n,o,l
4397,y,n,f,c,n,?,w,o,f
4398,f,f,f,c,b,b,n,o,l
4399,f,f,f,c,b,b,p,o,l
4400,f,f,f,c,b,b,n,o,l
4401,f,f,f,c,b,b,n,o,l
4402,f,f,f,c,b,b,b,o,l
4403,f,f,f,c,b,b,b,o,l
4404,y,f,f,c,b,b,b,o,l
4405,f,f,f,c,b,b,n,o,l
4406,f,f,f,c,b,b,n,o,l
4407,y,f,f,c,b,b,n,o,l
4408,f,f,f,c,b,b,n,o,l
4409,y,f,f,c,b,b,b,o,l
4410,f,f,f,c,b,b,b,o,l
4411,f,n,f,c,b,b,w,o,p
4412,s,f,f,c,b,b,w,o,p
4413,y,f,f,c,b,b,n,o,l
4414,f,f,f,c,b,b,p,o,l
4415,y,f,f,c,b,b,b,o,l
4416,f,f,f,c,b,b,b,o,l
4417,y,f,f,c,b,b,n,o,l
4418,y,n,f,c,b,b,g,o,p
4419,y,f,f,c,b,b,n,o,l
4420,s,n,f,c,b,?,w,t,e
4421,y,f,f,c,b,b,p,o,l
4422,f,f,f,c,b,b,b,o,l
4423,y,f,f,c,b,b,n,o,l
4424,y,f,f,c,b,b,b,o,l
4425,f,n,f,c,b,b,g,o,p
4426,f,f,f,c,b,b,n,o,l
4427,f,f,f,c,b,b,n,o,l
4428,y,f,f,c,b,b,n,o,l
4429,f,f,f,c,b,b,b,o,l
4430,y,y,f,c,n,?,p,o,e
4431,f,f,f,c,b,b,b,o,l
4432,y,f,f,c,b,b,b,o,l
4433,f,f,f,c,b,b,n,o,l
4434,f,f,f,c,b,b,b,o,l
4435,y,f,f,c,b,b,p,o,l
4436,y,f,f,c,b,b,b,o,l
4437,y,f,f,c,b,b,n,o,l
4438,f,f,f,c,b,b,n,o,l
4439,s,c,f,c,n,b,w,o,p
4440,y,f,f,c,b,b,p,o,l
4441,s,f,f,c,b,b,w,o,p
4442,y,f,f,c,b,b,n,o,l
4443,y,f,f,c,b,b,b,o,l
4444,y,f,f,c,b,b,b,o,l
4445,y,n,f,c,b,b,g,o,p
4446,f,f,f,c,b,b,n,o,l
4447,y,f,f,c,b,b,p,o,l
4448,y,f,f,c,b,b,b,o,l
4449,y,f,f,c,b,b,b,o,l
4450,y,f,f,c,b,b,p,o,l
4451,f,f,f,c,b,b,p,o,l
4452,y,n,f,c,b,b,g,o,p
4453,y,f,f,c,b,b,n,o,l
4454,f,f,f,c,b,b,p,o,l
4455,y,f,f,c,b,b,n,o,l
4456,y,f,f,c,b,b,p,o,l
4457,f,f,f,c,b,b,b,o,l
4458,f,f,f,c,b,b,b,o,l
4459,y,f,f,c,b,b,n,o,l
4460,y,n,f,c,b,?,e,t,e
4461,y,f,f,c,b,b,b,o,l
4462,y,s,f,c,n,?,w,o,e
4463,y,f,f,c,b,b,n,o,l
4464,y,f,f,c,b,b,n,o,l
4465,y,f,f,c,b,b,b,o,l
4466,y,f,f,c,b,b,p,o,l
4467,f,f,f,c,b,b,p,o,l
4468,y,f,f,c,b,b,n,o,l
4469,f,f,f,c,b,b,b,o,l
4470,s,f,f,c,b,b,w,o,p
4471,y,f,f,c,b,b,b,o,l
4472,f,f,f,c,b,b,p,o,l
4473,f,f,f,c,b,b,n,o,l
4474,y,f,f,c,b,b,b,o,l
4475,y,f,f,c,b,b,n,o,l
4476,y,f,f,c,b,b,b,o,l
4477,y,f,f,c,b,b,n,o,l
4478,y,f,f,c,b,b,n,o,l
4479,f,f,f,c,b,b,b,o,l
4480,f,f,f,c,b,b,b,o,l
4481,y,n,f,c,b,b,p,o,p
4482,y,f,f,c,b,b,p,o,l
4483,y,f,f,c,b,b,n,o,l
4484,y,f,f,c,b,b,p,o,l
4485,y,f,f,c,b,b,b,o,l
4486,y,f,f,c,b,b,p,o,l
4487,f,f,f,c,b,b,b,o,l
4488,y,f,f,c,b,b,p,o,l
4489,y,f,f,c,b,b,n,o,l
4490,f,f,f,c,b,b,n,o,l
4491,f,f,f,c,b,b,n,o,l
4492,f,n,f,w,n,b,n,o,e
4493,y,f,f,c,b,b,b,o,l
4494,y,f,f,c,b,b,n,o,l
4495,f,n,f,c,n,?,y,o,e
4496,f,f,f,c,b,b,b,o,l
4497,s,f,f,c,b,b,w,o,p
4498,s,n,f,c,b,?,w,t,e
4499,y,y,f,c,n,?,p,o,e
4500,s,c,f,w,n,b,w,o,p
4501,f,f,f,c,b,b,n,o,l
4502,y,f,f,c,b,b,n,o,l
4503,y,f,f,c,b,b,b,o,l
4504,y,f,f,c,b,b,b,o,l
4505,y,f,f,c,b,b,b,o,l
4506,y,f,f,c,b,b,b,o,l
4507,y,f,f,c,b,b,p,o,l
4508,y,f,f,c,b,b,n,o,l
4509,f,f,f,c,b,b,n,o,l
4510,f,f,f,c,b,b,b,o,l
4511,f,f,f,c,b,b,n,o,l
4512,f,f,f,c,b,b,b,o,l
4513,f,f,f,c,b,b,p,o,l
4514,y,f,f,c,b,b,n,o,l
4515,f,f,f,c,b,b,n,o,l
4516,f,f,f,c,b,b,p,o,l
4517,y,f,f,c,b,b,p,o,l
4518,y,f,f,c,b,b,b,o,l
4519,y,f,f,c,b,b,n,o,l
4520,s,n,f,c,b,?,w,t,e
4521,f,f,f,c,b,b,n,o,l
4522,f,f,f,c,b,b,b,o,l
4523,y,s,f,c,n,?,p,o,e
4524,y,f,f,c,b,b,b,o,l
4525,y,f,f,c,b,b,b,o,l
4526,y,f,f,c,b,b,n,o,l
4527,f,f,f,c,b,b,p,o,l
4528,y,f,f,c,b,b,n,o,l
4529,f,f,f,c,b,b,b,o,l
4530,f,f,f,c,b,b,n,o,l
4531,y,f,f,c,b,b,p,o,l
4532,f,f,f,c,b,b,b,o,l
4533,f,f,f,c,b,b,p,o,l
4534,y,n,f,c,n,?,w,o,f
4535,y,n,f,c,b,?,e,t,e
4536,y,f,f,c,b,b,p,o,l
4537,y,f,f,c,b,b,p,o,l
4538,y,f,f,c,b,b,b,o,l
4539,f,f,f,c,b,b,n,o,l
4540,y,f,f,c,b,b,n,o,l
4541,f,f,f,c,b,b,b,o,l
4542,y,f,f,c,b,b,n,o,l
4543,f,f,f,c,b,b,n,o,l
4544,f,f,f,c,b,b,p,o,l
4545,f,f,f,c,b,b,p,o,l
4546,y,f,f,c,b,b,b,o,l
4547,y,f,f,c,b,b,p,o,l
4548,f,f,f,c,b,b,p,o,l
4549,s,f,f,c,b,b,w,o,p
4550,s,n,f,c,b,b,w,t,p
4551,y,f,f,c,b,b,n,o,l
4552,f,f,f,c,b,b,b,o,l
4553,y,f,f,c,b,b,p,o,l
4554,y,f,f,c,b,b,p,o,l
4555,f,f,f,c,b,b,n,o,l
4556,f,f,f,c,b,b,b,o,l
4557,f,n,f,c,b,b,g,o,p
4558,y,n,f,c,n,?,w,o,f
4559,y,f,f,c,b,b,p,o,l
4560,f,f,f,c,b,b,b,o,l
4561,y,f,f,c,b,b,b,o,l
4562,y,f,f,c,b,b,p,o,l
4563,y,f,f,c,b,b,p,o,l
4564,f,f,f,c,b,b,p,o,l
4565,y,f,f,c,b,b,n,o,l
4566,f,f,f,c,b,b,n,o,l
4567,y,f,f,c,b,b,n,o,l
4568,y,f,f,c,b,b,n,o,l
4569,y,f,f,c,b,b,n,o,l
4570,f,f,f,c,b,b,p,o,l
4571,f,n,f,c,b,b,g,o,p
4572,y,f,f,c,b,b,p,o,l
4573,f,f,f,c,b,b,b,o,l
4574,y,f,f,c,b,b,n,o,l
4575,y,f,f,c,b,b,p,o,l
4576,f,f,f,c,b,b,n,o,l
4577,f,f,f,c,b,b,b,o,l
4578,f,f,f,c,b,b,p,o,l
4579,y,f,f,c,b,b,n,o,l
4580,f,f,f,c,b,b,b,o,l
4581,f,f,f,c,b,b,p,o,l
4582,y,f,f,c,b,b,n,o,l
4583,y,f,f,c,b,b,n,o,l
4584,f,c,f,c,n,b,w,o,p
4585,f,f,f,c,b,b,p,o,l
4586,f,f,f,c,b,b,p,o,l
4587,y,f,f,c,b,b,p,o,l
4588,f,f,f,c,b,b,n,o,l
4589,y,f,f,c,b,b,n,o,l
4590,y,f,f,c,b,b,b,o,l
4591,f,f,f,c,b,b,n,o,l
4592,y,f,f,c,b,b,p,o,l
4593,y,f,f,c,b,b,b,o,l
4594,f,f,f,c,b,b,p,o,l
4595,f,f,f,c,b,b,p,o,l
4596,f,f,f,c,b,b,b,o,l
4597,y,f,f,c,b,b,n,o,l
4598,f,f,f,c,b,b,b,o,l
4599,f,f,f,c,b,b,b,o,l
4600,y,f,f,c,b,b,n,o,l
4601,f,f,f,c,b,b,b,o,l
4602,f,f,f,c,b,b,n,o,l
4603,f,f,f,c,b,b,b,o,l
4604,f,f,f,c,b,b,n,o,l
4605,f,f,f,c,b,b,n,o,l
4606,y,f,f,c,b,b,p,o,l
4607,y,f,f,c,b,b,p,o,l
4608,f,f,f,c,b,b,n,o,l
4609,y,f,f,c,b,b,b,o,l
4610,y,f,f,c,b,b,p,o,l
4611,y,y,f,c,n,?,w,o,e
4612,y,n,f,c,b,?,w,t,e
4613,f,f,f,c,b,b,p,o,l
4614,y,f,f,c,b,b,b,o,l
4615,y,f,f,c,b,b,b,o,l
4616,y,f,f,c,b,b,p,o,l
4617,y,f,f,c,b,b,b,o,l
4618,y,f,f,c,b,b,b,o,l
4619,f,f,f,c,b,b,b,o,l
4620,f,f,f,c,b,b,n,o,l
4621,f,f,f,c,b,b,n,o,l
4622,f,f,f,c,b,b,p,o,l
4623,y,f,f,c,b,b,b,o,l
4624,y,f,f,c,b,b,b,o,l
4625,f,f,f,c,b,b,b,o,l
4626,y,f,f,c,b,b,n,o,l
4627,f,f,f,c,b,b,b,o,l
4628,y,f,f,c,b,b,b,o,l
4629,f,c,f,c,n,b,w,o,p
4630,s,f,f,c,b,b,w,o,p
4631,f,n,f,c,b,b,w,o,p
4632,y,f,f,c,b,b,n,o,l
4633,y,f,f,c,b,b,n,o,l
4634,y,f,f,c,b,b,b,o,l
4635,f,n,f,c,b,b,w,o,p
4636,y,f,f,c,b,b,p,o,l
4637,y,f,f,c,b,b,b,o,l
4638,f,f,f,c,b,b,p,o,l
4639,f,f,f,c,b,b,p,o,l
4640,f,f,f,c,b,b,b,o,l
4641,y,f,f,c,b,b,p,o,l
4642,s,f,f,c,b,b,w,o,p
4643,y,f,f,c,b,b,n,o,l
4644,f,f,f,c,b,b,n,o,l
4645,y,f,f,c,b,b,p,o,l
4646,y,f,f,c,b,b,p,o,l
4647,f,f,f,c,b,b,b,o,l
4648,y,n,f,c,n,?,w,o,f
4649,f,f,f,c,b,b,b,o,l
4650,y,f,f,c,b,b,b,o,l
4651,y,f,f,c,b,b,p,o,l
4652,f,f,f,c,b,b,n,o,l
4653,y,n,f,c,b,b,p,o,p
4654,f,f,f,c,b,b,n,o,l
4655,f,f,f,c,b,b,p,o,l
4656,y,f,f,c,b,b,b,o,l
4657,f,f,f,c,b,b,n,o,l
4658,f,f,f,c,b,b,b,o,l
4659,y,f,f,c,b,b,n,o,l
4660,f,f,f,c,b,b,n,o,l
4661,y,f,f,c,b,b,p,o,l
4662,s,f,f,c,b,b,w,o,p
4663,y,n,f,c,b,?,w,t,e
4664,y,n,f,c,n,?,w,o,f
4665,y,f,f,c,b,b,n,o,l
4666,y,f,f,c,b,b,p,o,l
4667,f,f,f,c,b,b,p,o,l
4668,f,f,f,c,b,b,n,o,l
4669,y,f,f,c,b,b,b,o,l
4670,f,f,f,c,b,b,n,o,l
4671,f,f,f,c,b,b,n,o,l
4672,y,f,f,c,b,b,p,o,l
4673,y,f,f,c,b,b,b,o,l
4674,s,n,f,c,b,?,e,t,e
4675,f,f,f,c,b,b,n,o,l
4676,y,f,f,c,b,b,p,o,l
4677,y,f,f,c,b,b,b,o,l
4678,f,f,f,c,b,b,n,o,l
4679,f,f,f,c,b,b,n,o,l
4680,y,f,f,c,b,b,b,o,l
4681,y,f,f,c,b,b,p,o,l
4682,y,f,f,c,b,b,p,o,l
4683,y,f,f,c,b,b,n,o,l
4684,f,f,f,c,b,b,p,o,l
4685,f,f,f,c,b,b,n,o,l
4686,y,f,f,c,b,b,n,o,l
4687,f,f,f,c,b,b,p,o,l
4688,y,f,f,c,b,b,p,o,l
4689,y,f,f,c,b,b,p,o,l
4690,f,f,f,c,b,b,b,o,l
4691,y,f,f,c,b,b,p,o,l
4692,f,f,f,c,b,b,n,o,l
4693,y,f,f,c,b,b,b,o,l
4694,f,f,f,c,b,b,p,o,l
4695,y,f,f,c,b,b,p,o,l
4696,f,f,f,c,b,b,p,o,l
4697,y,n,f,c,b,b,g,o,p
4698,f,f,f,c,b,b,b,o,l
4699,y,f,f,c,b,b,n,o,l
4700,s,f,f,c,b,b,w,o,p
4701,y,f,f,c,b,b,n,o,l
4702,y,f,f,c,b,b,p,o,l
4703,f,c,f,c,n,b,w,o,p
4704,f,f,f,c,b,b,p,o,l
4705,s,f,f,c,b,b,w,o,p
4706,y,f,f,c,b,b,b,o,l
4707,y,f,f,c,b,b,p,o,l
4708,f,f,f,c,b,b,b,o,l
4709,s,n,f,c,b,b,w,t,p
4710,s,f,f,c,b,b,w,o,p
4711,y,f,f,c,b,b,b,o,l
4712,y,f,f,c,b,b,b,o,l
4713,y,f,f,c,b,b,p,o,l
4714,f,f,f,c,b,b,n,o,l
4715,f,f,f,c,b,b,p,o,l
4716,f,f,f,c,b,b,p,o,l
4717,f,f,f,c,b,b,n,o,l
4718,y,n,f,c,n,?,w,o,f
4719,f,f,f,c,b,b,b,o,l
4720,f,n,f,c,b,b,w,o,p
4721,f,f,f,c,b,b,p,o,l
4722,f,f,f,c,b,b,p,o,l
4723,y,f,f,c,n,?,p,o,e
4724,y,f,f,c,b,b,b,o,l
4725,f,f,f,c,b,b,p,o,l
4726,f,f,f,c,b,b,p,o,l
4727,y,f,f,c,b,b,b,o,l
4728,y,f,f,c,b,b,b,o,l
4729,f,f,f,c,b,b,p,o,l
4730,f,f,f,c,b,b,n,o,l
4731,y,f,f,c,b,b,p,o,l
4732,y,f,f,c,b,b,b,o,l
4733,y,n,f,c,b,b,w,o,p
4734,y,f,f,c,b,b,p,o,l
4735,f,n,f,c,b,b,w,o,p
4736,f,f,f,c,b,b,n,o,l
4737,y,f,f,c,b,b,b,o,l
4738,y,f,f,c,b,b,n,o,l
4739,f,f,f,c,b,b,b,o,l
4740,f,f,f,c,b,b,b,o,l
4741,f,f,f,c,b,b,b,o,l
4742,y,f,f,c,b,b,b,o,l
4743,y,f,f,c,b,b,n,o,l
4744,f,f,f,c,b,b,p,o,l
4745,y,f,f,c,b,b,n,o,l
4746,f,f,f,c,b,b,p,o,l
4747,y,f,f,c,b,b,p,o,l
4748,f,f,f,c,b,b,b,o,l
4749,y,f,f,c,b,b,p,o,l
4750,f,c,f,w,n,b,w,o,p
4751,f,f,f,c,b,b,b,o,l
4752,y,f,f,c,b,b,p,o,l
4753,y,f,f,c,b,b,p,o,l
4754,y,f,f,c,b,b,b,o,l
4755,y,f,f,c,b,b,b,o,l
4756,y,f,f,c,b,b,p,o,l
4757,f,f,f,c,b,b,n,o,l
4758,y,f,f,c,b,b,b,o,l
