id,cap-color,odor,gill-attachment,stalk-root,stalk-surface-above-ring,veil-color,ring-number
1698,g,n,f,e,f,w,o
1699,g,n,f,e,s,w,o
1700,n,n,f,e,s,w,o
1701,n,n,f,b,s,w,o
1702,w,n,f,e,s,w,o
1703,n,n,f,e,f,w,o
1704,n,p,f,e,s,w,o
1705,n,n,f,b,s,w,o
1706,n,n,f,e,f,w,o
1707,w,n,f,e,s,w,o
1708,n,p,f,e,s,w,o
1709,g,n,f,e,s,w,o
1710,g,n,f,b,s,w,o
1711,w,n,f,e,f,w,o
1712,g,n,f,e,f,w,o
1713,n,n,f,b,s,w,o
1714,g,n,f,e,s,w,o
1715,w,n,f,e,s,w,o
1716,g,n,f,b,s,w,o
1717,w,l,f,c,s,w,o
1718,w,l,f,c,s,w,o
1719,g,n,f,e,f,w,o
1720,w,n,f,e,s,w,o
1721,n,n,f,e,f,w,o
1722,w,n,f,e,f,w,o
1723,n,n,f,e,s,w,o
1724,n,n,f,e,s,w,o
1725,y,a,f,c,s,w,o
1726,w,p,f,e,s,w,o
1727,n,n,f,e,s,w,o
1728,n,n,f,e,f,w,o
1729,n,a,f,r,s,w,o
1730,g,n,f,e,f,w,o
1731,w,n,f,e,f,w,o
1732,n,p,f,e,s,w,o
1733,g,n,f,e,f,w,o
1734,w,n,f,e,f,w,o
1735,n,p,f,e,s,w,o
1736,n,n,f,e,s,w,o
1737,n,n,f,e,f,w,o
1738,n,n,f,b,s,w,o
1739,w,n,f,e,f,w,o
1740,w,p,f,e,s,w,o
1741,w,n,f,e,s,w,o
1742,n,n,f,e,s,w,o
1743,g,n,f,e,f,w,o
1744,w,n,f,e,f,w,o
1745,n,l,f,r,s,w,o
1746,w,p,f,e,s,w,o
1747,w,n,f,e,s,w,o
1748,n,n,f,e,s,w,o
1749,n,p,f,e,s,w,o
1750,w,n,f,e,s,w,o
1751,g,n,f,e,f,w,o
1752,y,a,f,r,s,w,o
1753,w,n,f,e,f,w,o
1754,w,n,f,e,f,w,o
1755,n,p,f,e,s,w,o
1756,n,n,f,e,f,w,o
1757,g,n,f,e,s,w,o
1758,n,n,f,e,s,w,o
1759,n,n,f,b,s,w,o
1760,g,n,f,e,f,w,o
1761,g,n,f,e,f,w,o
1762,w,n,f,e,f,w,o
1763,g,n,f,e,s,w,o
1764,n,n,f,b,s,w,o
1765,w,n,f,e,f,w,o
1766,w,p,f,e,s,w,o
1767,g,n,f,e,s,w,o
1768,n,n,f,e,s,w,o
1769,n,n,f,b,s,w,o
1770,y,a,f,r,s,w,o
1771,g,n,f,e,f,w,o
1772,n,n,f,e,f,w,o
1773,w,n,f,e,s,w,o
1774,y,a,f,c,s,w,o
1775,n,n,f,b,s,w,o
1776,w,n,f,e,s,w,o
1777,w,n,f,e,f,w,o
1778,n,p,f,e,s,w,o
1779,w,p,f,e,s,w,o
1780,n,n,f,e,s,w,o
1781,g,n,f,e,s,w,o
1782,n,n,f,e,f,w,o
1783,w,n,f,e,f,w,o
1784,w,p,f,e,s,w,o
1785,y,a,f,c,s,w,o
1786,n,n,f,e,f,w,o
1787,n,p,f,e,s,w,o
1788,g,n,f,e,f,w,o
1789,g,n,f,e,s,w,o
1790,w,n,f,e,f,w,o
1791,w,p,f,e,s,w,o
1792,w,n,f,e,f,w,o
1793,n,n,f,e,f,w,o
1794,n,n,f,e,s,w,o
1795,n,n,f,e,f,w,o
1796,n,p,f,e,s,w,o
1797,w,n,f,e,s,w,o
1798,w,n,f,e,f,w,o
1799,w,p,f,e,s,w,o
1800,g,n,f,e,s,w,o
1801,n,n,f,b,s,w,o
1802,g,n,f,e,s,w,o
1803,g,n,f,b,s,w,o
1804,n,n,f,b,s,w,o
1805,n,n,f,b,s,w,o
1806,e,n,f,b,s,w,o
1807,g,n,f,e,f,w,o
1808,g,n,f,b,s,w,o
1809,g,n,f,b,s,w,o
1810,g,n,f,e,f,w,o
1811,n,p,f,e,s,w,o
1812,n,n,f,b,s,w,o
1813,n,p,f,e,s,w,o
1814,w,a,f,c,s,w,o
1815,w,n,f,e,s,w,o
1816,y,a,f,c,s,w,o
1817,g,f,f,b,k,w,o
1818,n,n,f,e,f,w,o
1819,w,n,f,e,f,w,o
1820,n,n,f,b,s,w,o
1821,n,n,f,e,s,w,o
1822,n,n,f,e,s,w,o
1823,w,p,f,e,s,w,o
1824,n,n,f,b,s,w,o
1825,w,l,f,c,s,w,o
1826,g,n,f,e,f,w,o
1827,e,n,f,b,s,w,o
1828,w,n,f,e,s,w,o
1829,g,n,f,e,f,w,o
1830,n,n,f,b,s,w,o
1831,g,n,f,b,s,w,o
1832,g,n,f,b,s,w,o
1833,w,n,f,e,f,w,o
1834,g,n,f,b,s,w,o
1835,n,n,f,b,s,w,o
1836,e,n,f,b,s,w,o
1837,n,n,f,b,s,w,o
1838,w,n,f,e,f,w,o
1839,n,n,f,b,s,w,o
1840,g,n,f,e,s,w,o
1841,g,n,f,e,f,w,o
1842,w,n,f,e,s,w,o
1843,g,n,f,b,s,w,o
1844,n,p,f,e,s,w,o
1845,e,n,f,b,s,w,o
1846,w,n,f,e,s,w,o
1847,g,n,f,e,f,w,o
1848,g,n,f,b,s,w,o
1849,g,n,f,b,s,w,o
1850,n,n,f,b,s,w,o
1851,e,n,f,b,s,w,o
1852,w,n,f,e,f,w,o
1853,e,n,f,b,s,w,o
1854,n,n,f,b,s,w,o
1855,g,n,f,b,s,w,o
1856,n,n,f,b,s,w,o
1857,y,a,f,b,s,w,o
1858,e,n,f,b,s,w,o
1859,w,p,f,e,s,w,o
1860,w,n,f,e,f,w,o
1861,e,n,f,b,s,w,o
1862,n,n,f,b,s,w,o
1863,w,n,f,e,f,w,o
1864,g,n,f,b,s,w,o
1865,g,n,f,e,s,w,o
1866,e,n,f,b,s,w,o
1867,n,n,f,b,s,w,o
1868,w,n,f,e,f,w,o
1869,n,n,f,e,s,w,o
1870,w,n,f,e,s,w,o
1871,n,n,f,e,s,w,o
1872,e,n,f,b,s,w,o
1873,w,n,f,e,s,w,o
1874,g,n,f,e,s,w,o
1875,e,n,f,b,s,w,o
1876,e,n,f,b,s,w,o
1877,g,n,f,b,s,w,o
1878,e,n,f,b,s,w,o
1879,n,n,f,e,s,w,o
1880,w,n,f,e,s,w,o
1881,w,n,f,e,s,w,o
1882,w,n,f,e,s,w,o
1883,e,n,f,b,s,w,o
1884,n,n,f,b,s,w,o
1885,n,n,f,b,s,w,o
1886,w,l,f,b,s,w,o
1887,w,n,f,e,f,w,o
1888,w,p,f,e,s,w,o
1889,g,n,f,b,s,w,o
1890,n,n,f,b,s,w,o
1891,w,n,f,e,f,w,o
1892,w,n,f,e,f,w,o
1893,n,n,f,e,s,w,o
1894,n,n,f,e,s,w,o
1895,g,n,f,e,s,w,o
1896,n,n,f,b,s,w,o
1897,n,n,f,b,s,w,o
1898,g,n,f,e,f,w,o
1899,n,n,f,e,f,w,o
1900,g,n,f,e,f,w,o
1901,g,n,f,b,s,w,o
1902,w,n,f,e,f,w,o
1903,n,n,f,e,s,w,o
1904,w,n,f,e,f,w,o
1905,g,n,f,e,s,w,o
1906,n,n,f,e,s,w,o
1907,n,n,f,e,f,w,o
1908,n,n,f,b,s,w,o
1909,g,n,f,e,s,w,o
1910,w,n,f,e,f,w,o
1911,e,n,f,b,s,w,o
1912,g,n,f,b,s,w,o
1913,e,n,f,b,s,w,o
1914,g,n,f,e,s,w,o
1915,g,n,f,e,f,w,o
1916,y,l,f,r,s,w,o
1917,w,p,f,e,s,w,o
1918,n,n,f,e,f,w,o
1919,n,n,f,e,s,w,o
1920,n,n,f,b,s,w,o
1921,e,n,f,b,s,w,o
1922,g,n,f,e,s,w,o
1923,n,n,f,e,f,w,o
1924,g,n,f,e,f,w,o
1925,e,n,f,b,s,w,o
1926,n,n,f,b,s,w,o
1927,n,n,f,e,s,w,o
1928,n,n,f,e,s,w,o
1929,w,n,f,e,s,w,o
1930,g,n,f,e,s,w,o
1931,w,p,f,e,s,w,o
1932,w,a,f,c,s,w,o
1933,n,n,f,b,s,w,o
1934,g,n,f,e,f,w,o
1935,n,n,f,e,f,w,o
1936,n,n,f,e,s,w,o
1937,w,l,f,b,s,w,o
1938,w,n,f,e,s,w,o
1939,w,n,f,e,f,w,o
1940,g,n,f,e,f,w,o
1941,e,n,f,b,s,w,o
1942,n,n,f,b,s,w,o
1943,n,n,f,b,s,w,o
1944,w,n,f,e,s,w,o
1945,n,n,f,e,f,w,o
1946,w,p,f,e,s,w,o
1947,n,n,f,e,f,w,o
1948,g,n,f,b,s,w,o
1949,g,n,f,b,s,w,o
1950,g,n,f,e,s,w,o
1951,g,n,f,b,s,w,o
1952,e,n,f,b,s,w,o
1953,g,n,f,b,s,w,o
1954,g,n,f,b,s,w,o
1955,n,n,f,b,s,w,o
1956,w,p,f,e,s,w,o
1957,n,n,f,e,s,w,o
1958,n,n,f,b,s,w,o
1959,g,n,f,b,s,w,o
1960,n,p,f,e,s,w,o
1961,g,n,f,b,s,w,o
1962,g,n,f,e,s,w,o
1963,e,n,f,b,s,w,o
1964,n,n,f,e,f,w,o
1965,w,n,f,e,f,w,o
1966,n,n,f,e,s,w,o
1967,e,n,f,b,s,w,o
1968,n,n,f,e,f,w,o
1969,n,n,f,b,s,w,o
1970,w,n,f,e,s,w,o
1971,n,n,f,e,f,w,o
1972,n,n,f,e,s,w,o
1973,n,p,f,e,s,w,o
1974,n,n,f,b,s,w,o
1975,n,n,f,e,f,w,o
1976,w,p,f,e,s,w,o
1977,n,n,f,b,s,w,o
1978,g,n,f,b,s,w,o
1979,n,n,f,e,f,w,o
1980,e,n,f,b,s,w,o
1981,w,n,f,e,s,w,o
1982,w,n,f,e,f,w,o
1983,w,l,f,c,s,w,o
1984,w,n,f,e,f,w,o
1985,g,n,f,b,s,w,o
1986,g,n,f,b,s,w,o
1987,g,n,f,e,f,w,o
1988,w,p,f,e,s,w,o
1989,e,n,f,b,s,w,o
1990,n,p,f,e,s,w,o
1991,n,p,f,e,s,w,o
1992,g,n,f,b,s,w,o
1993,n,n,f,e,s,w,o
1994,g,n,f,b,s,w,o
1995,n,n,f,e,s,w,o
1996,n,n,f,b,s,w,o
1997,n,n,f,e,f,w,o
1998,n,n,f,e,s,w,o
1999,n,n,f,e,f,w,o
2000,n,n,f,e,s,w,o
2001,n,n,f,b,s,w,o
2002,e,n,f,b,s,w,o
2003,n,n,f,e,f,w,o
2004,n,n,f,b,s,w,o
2005,w,p,f,e,s,w,o
2006,y,l,f,r,s,w,o
2007,n,p,f,e,s,w,o
2008,w,n,f,e,f,w,o
2009,n,n,f,e,f,w,o
2010,n,p,f,e,s,w,o
2011,n,n,f,e,f,w,o
2012,n,n,f,e,s,w,o
2013,e,n,f,b,s,w,o
2014,n,n,f,e,s,w,o
2015,w,n,f,e,s,w,o
2016,g,n,f,e,f,w,o
2017,w,n,f,e,f,w,o
2018,y,a,f,b,s,w,o
2019,w,a,f,b,s,w,o
2020,n,n,f,e,s,w,o
2021,n,n,f,b,s,w,o
2022,g,n,f,b,s,w,o
2023,n,n,f,b,s,w,o
2024,n,n,f,e,s,w,o
2025,g,n,f,b,s,w,o
2026,n,n,f,b,s,w,o
2027,g,n,f,e,f,w,o
2028,n,n,f,b,s,w,o
2029,n,n,f,e,f,w,o
2030,w,l,f,c,s,w,o
2031,e,n,f,b,s,w,o
2032,n,n,f,e,s,w,o
2033,e,n,f,b,s,w,o
2034,n,n,f,b,s,w,o
2035,g,n,f,b,s,w,o
2036,g,n,f,e,s,w,o
2037,n,n,f,e,f,w,o
2038,g,n,f,e,f,w,o
2039,g,n,f,e,s,w,o
2040,e,n,f,b,s,w,o
2041,g,n,f,b,s,w,o
2042,n,n,f,b,s,w,o
2043,n,n,f,e,f,w,o
2044,n,n,f,e,s,w,o
2045,w,n,f,e,s,w,o
2046,y,a,f,r,s,w,o
2047,e,n,f,b,s,w,o
2048,n,n,f,e,f,w,o
2049,n,n,f,b,s,w,o
2050,g,n,f,b,s,w,o
2051,w,n,f,e,f,w,o
2052,w,a,f,c,s,w,o
2053,n,n,f,e,s,w,o
2054,w,n,f,e,s,w,o
2055,n,n,f,b,s,w,o
2056,w,n,f,e,f,w,o
2057,g,n,f,b,s,w,o
2058,n,n,f,b,s,w,o
2059,w,n,f,e,s,w,o
2060,w,a,f,c,s,w,o
2061,g,n,f,e,f,w,o
2062,n,p,f,e,s,w,o
2063,g,n,f,e,f,w,o
2064,n,n,f,b,s,w,o
2065,w,n,f,e,s,w,o
2066,n,n,f,b,s,w,o
2067,e,n,f,b,s,w,o
2068,n,p,f,e,s,w,o
2069,g,n,f,e,s,w,o
2070,g,n,f,b,s,w,o
2071,g,n,f,b,s,w,o
2072,g,n,f,b,s,w,o
2073,g,n,f,b,s,w,o
2074,n,n,f,b,s,w,o
2075,w,p,f,e,s,w,o
2076,y,l,f,c,s,w,o
2077,n,n,f,b,s,w,o
2078,n,n,f,b,s,w,o
2079,g,n,f,e,f,w,o
2080,e,n,f,b,s,w,o
2081,g,n,f,e,f,w,o
2082,w,n,f,e,f,w,o
2083,n,n,f,b,s,w,o
2084,n,n,f,b,s,w,o
2085,g,n,f,e,s,w,o
2086,g,n,f,e,s,w,o
2087,n,n,f,e,f,w,o
2088,g,n,f,b,s,w,o
2089,e,n,f,b,s,w,o
2090,n,p,f,e,s,w,o
2091,g,n,f,b,s,w,o
2092,w,n,f,e,s,w,o
2093,w,a,f,c,s,w,o
2094,w,n,f,e,f,w,o
2095,n,n,f,e,f,w,o
2096,g,n,f,b,s,w,o
2097,g,n,f,b,s,w,o
2098,g,n,f,e,f,w,o
2099,w,p,f,e,s,w,o
2100,n,n,f,e,s,w,o
2101,g,n,f,b,s,w,o
2102,g,n,f,b,s,w,o
2103,n,n,f,b,s,w,o
2104,e,n,f,b,s,w,o
2105,n,n,f,b,s,w,o
2106,e,n,f,b,s,w,o
2107,n,n,f,b,s,w,o
2108,e,n,f,b,s,w,o
2109,g,n,f,b,s,w,o
2110,g,n,f,b,s,w,o
2111,e,n,f,b,s,w,o
2112,e,n,f,b,s,w,o
2113,w,p,f,e,s,w,o
2114,e,n,f,b,s,w,o
2115,g,n,f,b,s,w,o
2116,n,n,f,b,s,w,o
2117,e,n,f,b,s,w,o
2118,g,n,f,b,s,w,o
2119,g,n,f,b,s,w,o
2120,g,n,f,b,s,w,o
2121,e,n,f,b,s,w,o
2122,e,n,f,b,s,w,o
2123,n,n,f,b,s,w,o
2124,n,n,f,b,s,w,o
2125,g,n,f,b,s,w,o
2126,e,n,f,b,s,w,o
2127,g,n,f,b,s,w,o
2128,g,n,f,b,s,w,o
2129,g,f,f,b,k,w,o
2130,w,p,f,e,s,w,o
2131,e,n,f,b,s,w,o
2132,w,n,f,e,s,w,o
2133,n,n,f,b,s,w,o
2134,n,n,f,b,s,w,o
2135,n,n,f,b,s,w,o
2136,g,n,f,b,s,w,o
2137,g,n,f,b,s,w,o
2138,e,n,f,b,s,w,o
2139,n,n,f,b,s,w,o
2140,g,n,f,b,s,w,o
2141,e,n,f,b,s,w,o
2142,e,n,f,b,s,w,o
2143,n,n,f,b,s,w,o
2144,e,n,f,b,s,w,o
2145,n,n,f,b,s,w,o
2146,n,n,f,b,s,w,o
2147,n,n,f,b,s,w,o
2148,n,p,f,e,s,w,o
2149,e,n,f,b,s,w,o
2150,w,p,f,e,s,w,o
2151,e,n,f,b,s,w,o
2152,n,n,f,b,s,w,o
2153,n,n,f,b,s,w,o
2154,e,n,f,b,s,w,o
2155,e,n,f,b,s,w,o
2156,g,n,f,b,s,w,o
2157,n,n,f,b,s,w,o
2158,n,n,f,b,s,w,o
2159,n,n,f,b,s,w,o
2160,e,n,f,b,s,w,o
2161,n,n,f,b,s,w,o
2162,e,n,f,b,s,w,o
2163,g,n,f,b,s,w,o
2164,n,n,f,b,s,w,o
2165,n,n,f,b,s,w,o
2166,e,n,f,b,s,w,o
2167,e,n,f,b,s,w,o
2168,g,n,f,b,s,w,o
2169,g,n,f,b,s,w,o
2170,e,n,f,b,s,w,o
2171,g,n,f,b,s,w,o
2172,g,n,f,b,s,w,o
2173,g,n,f,b,s,w,o
2174,g,n,f,b,s,w,o
2175,e,n,f,b,s,w,o
2176,n,n,f,b,s,w,o
2177,n,n,f,b,s,w,o
2178,e,n,f,b,s,w,o
2179,g,f,f,b,k,w,o
2180,g,n,f,b,s,w,o
2181,e,n,f,b,s,w,o
2182,n,n,f,b,s,w,o
2183,n,n,f,b,s,w,o
2184,e,n,f,b,s,w,o
2185,n,n,f,b,s,w,o
2186,n,n,f,b,s,w,o
2187,g,n,f,b,s,w,o
2188,e,n,f,b,s,w,o
2189,g,n,f,b,s,w,o
2190,g,n,f,b,s,w,o
2191,n,n,f,b,s,w,o
2192,g,n,f,b,s,w,o
2193,g,n,f,e,s,w,o
2194,e,n,f,b,s,w,o
2195,g,n,f,b,s,w,o
2196,e,n,f,b,s,w,o
2197,g,n,f,b,s,w,o
2198,g,n,f,b,s,w,o
2199,g,n,f,b,s,w,o
2200,g,n,f,b,s,w,o
2201,w,n,f,e,s,w,o
2202,n,n,f,b,s,w,o
2203,n,n,f,b,s,w,o
2204,g,n,f,b,s,w,o
2205,g,n,f,b,s,w,o
2206,e,n,f,b,s,w,o
2207,e,n,f,b,s,w,o
2208,n,n,f,b,s,w,o
2209,g,n,f,b,s,w,o
2210,g,n,f,b,s,w,o
2211,p,c,f,b,s,w,o
2212,n,n,f,b,s,w,o
2213,g,n,f,b,s,w,o
2214,e,n,f,b,s,w,o
2215,n,n,f,b,s,w,o
2216,n,n,f,b,s,w,o
2217,g,n,f,b,s,w,o
2218,n,n,f,b,s,w,o
2219,n,n,f,b,s,w,o
2220,n,n,f,b,s,w,o
2221,e,n,f,b,s,w,o
2222,g,n,f,b,s,w,o
2223,e,n,f,b,s,w,o
2224,e,n,f,b,s,w,o
2225,n,n,f,b,s,w,o
2226,e,n,f,b,s,w,o
2227,e,n,f,b,s,w,o
2228,w,n,f,e,f,w,o
2229,g,n,f,b,s,w,o
2230,e,n,f,b,s,w,o
2231,g,n,f,b,s,w,o
2232,e,n,f,b,s,w,o
2233,g,n,f,b,s,w,o
2234,e,n,f,b,s,w,o
2235,g,n,f,b,s,w,o
2236,e,n,f,b,s,w,o
2237,g,n,f,b,s,w,o
2238,g,n,f,e,s,w,o
2239,g,f,f,b,k,w,o
2240,e,n,f,b,s,w,o
2241,e,n,f,b,s,w,o
2242,w,p,f,e,s,w,o
2243,n,n,f,b,s,w,o
2244,e,n,f,b,s,w,o
2245,e,n,f,b,s,w,o
2246,g,n,f,b,s,w,o
2247,g,n,f,b,s,w,o
2248,g,n,f,e,f,w,o
2249,n,n,f,b,s,w,o
2250,e,n,f,b,s,w,o
2251,g,n,f,b,s,w,o
2252,n,n,f,b,s,w,o
2253,g,n,f,e,f,w,o
2254,g,n,f,b,s,w,o
2255,n,n,f,b,s,w,o
2256,g,n,f,b,s,w,o
2257,n,n,f,b,s,w,o
2258,g,n,f,b,s,w,o
2259,e,n,f,b,s,w,o
2260,n,n,f,b,s,w,o
2261,g,n,f,e,f,w,o
2262,n,n,f,b,s,w,o
2263,n,n,f,b,s,w,o
2264,e,n,f,b,s,w,o
2265,e,n,f,b,s,w,o
2266,n,n,f,b,s,w,o
2267,w,n,f,e,s,w,o
2268,n,n,f,b,s,w,o
2269,e,n,f,b,s,w,o
2270,g,n,f,b,s,w,o
2271,g,n,f,b,s,w,o
2272,n,n,f,e,s,w,o
2273,g,n,f,b,s,w,o
2274,e,n,f,b,s,w,o
2275,g,n,f,b,s,w,o
2276,n,n,f,b,s,w,o
2277,e,n,f,b,s,w,o
2278,n,n,f,b,s,w,o
2279,g,n,f,b,s,w,o
2280,g,n,f,b,s,w,o
2281,n,n,f,b,s,w,o
2282,n,n,f,b,s,w,o
2283,e,n,f,b,s,w,o
2284,g,n,f,b,s,w,o
2285,n,n,f,b,s,w,o
2286,p,c,f,b,s,w,o
2287,g,n,f,b,s,w,o
2288,n,n,f,b,s,w,o
2289,n,p,f,e,s,w,o
2290,n,n,f,b,s,w,o
2291,g,n,f,b,s,w,o
2292,e,n,f,b,s,w,o
2293,e,n,f,b,s,w,o
2294,e,n,f,b,s,w,o
2295,g,n,f,b,s,w,o
2296,w,n,f,e,s,w,o
2297,g,n,f,b,s,w,o
2298,n,n,f,e,s,w,o
2299,n,n,f,b,s,w,o
2300,g,n,f,b,s,w,o
2301,e,n,f,b,s,w,o
2302,n,n,f,b,s,w,o
2303,g,n,f,b,s,w,o
2304,g,n,f,b,s,w,o
2305,g,n,f,b,s,w,o
2306,g,n,f,b,s,w,o
2307,g,n,f,b,s,w,o
2308,e,n,f,b,s,w,o
2309,e,n,f,b,s,w,o
2310,n,n,f,b,s,w,o
2311,n,n,f,b,s,w,o
2312,n,n,f,b,s,w,o
2313,n,n,f,b,s,w,o
2314,g,n,f,b,s,w,o
2315,e,n,f,b,s,w,o
2316,n,n,f,b,s,w,o
2317,e,n,f,b,s,w,o
2318,n,n,f,b,s,w,o
2319,g,n,f,b,s,w,o
2320,n,n,f,b,s,w,o
2321,g,n,f,b,s,w,o
2322,e,n,f,b,s,w,o
2323,n,n,f,b,s,w,o
2324,g,n,f,b,s,w,o
2325,e,n,f,b,s,w,o
2326,n,n,f,b,s,w,o
2327,n,n,f,b,s,w,o
2328,g,n,f,b,s,w,o
2329,n,n,f,b,s,w,o
2330,e,n,f,b,s,w,o
2331,n,n,f,b,s,w,o
2332,n,n,f,b,s,w,o
2333,n,n,f,b,s,w,o
2334,e,n,f,b,s,w,o
2335,e,n,f,b,s,w,o
2336,g,n,f,b,s,w,o
2337,g,n,f,b,s,w,o
2338,e,n,f,b,s,w,o
2339,n,n,f,b,s,w,o
2340,e,n,f,b,s,w,o
2341,g,n,f,b,s,w,o
2342,g,n,f,b,s,w,o
2343,e,n,f,b,s,w,o
2344,n,n,f,b,s,w,o
2345,n,n,f,b,s,w,o
2346,g,n,f,b,s,w,o
2347,w,n,f,e,s,w,o
2348,g,n,f,b,s,w,o
2349,g,n,f,e,f,w,o
2350,n,n,f,b,s,w,o
2351,e,n,f,b,s,w,o
2352,w,p,f,e,s,w,o
2353,g,n,f,b,s,w,o
2354,n,n,f,b,s,w,o
2355,g,n,f,b,s,w,o
2356,e,n,f,b,s,w,o
2357,g,n,f,b,s,w,o
2358,n,n,f,b,s,w,o
2359,e,n,f,b,s,w,o
2360,n,n,f,b,s,w,o
2361,n,n,f,b,s,w,o
2362,n,n,f,b,s,w,o
2363,g,n,f,b,s,w,o
2364,n,n,f,b,s,w,o
2365,e,n,f,b,s,w,o
2366,n,n,f,b,s,w,o
2367,e,n,f,b,s,w,o
2368,w,n,f,e,s,w,o
2369,n,n,f,b,s,w,o
2370,g,n,f,b,s,w,o
2371,n,n,f,b,s,w,o
2372,e,n,f,b,s,w,o
2373,n,n,f,b,s,w,o
2374,n,n,f,b,s,w,o
2375,n,n,f,b,s,w,o
2376,w,p,f,e,s,w,o
2377,g,n,f,b,s,w,o
2378,w,n,f,e,s,w,o
2379,g,n,f,e,s,w,o
2380,g,n,f,b,s,w,o
2381,n,n,f,b,s,w,o
2382,e,n,f,b,s,w,o
2383,g,n,f,b,s,w,o
2384,n,n,f,b,s,w,o
2385,n,n,f,b,s,w,o
2386,g,f,f,b,k,w,o
2387,e,n,f,b,s,w,o
2388,n,n,f,e,s,w,o
2389,w,p,f,e,s,w,o
2390,g,n,f,b,s,w,o
2391,n,n,f,b,s,w,o
2392,n,n,f,b,s,w,o
2393,g,n,f,b,s,w,o
2394,g,n,f,b,s,w,o
2395,n,n,f,b,s,w,o
2396,n,n,f,b,s,w,o
2397,g,n,f,b,s,w,o
2398,g,n,f,b,s,w,o
2399,e,n,f,b,s,w,o
2400,e,n,f,b,s,w,o
2401,w,p,f,e,s,w,o
2402,g,n,f,b,s,w,o
2403,g,n,f,b,s,w,o
2404,e,n,f,b,s,w,o
2405,g,n,f,b,s,w,o
2406,n,n,f,b,s,w,o
2407,e,n,f,b,s,w,o
2408,e,n,f,b,s,w,o
2409,e,n,f,b,s,w,o
2410,g,n,f,b,s,w,o
2411,g,n,f,b,s,w,o
2412,n,n,f,b,s,w,o
2413,n,n,f,b,s,w,o
2414,g,n,f,b,s,w,o
2415,g,n,f,b,s,w,o
2416,n,n,f,b,s,w,o
2417,n,n,f,b,s,w,o
2418,n,n,f,b,s,w,o
2419,n,n,f,b,s,w,o
2420,n,n,f,b,s,w,o
2421,n,n,f,b,s,w,o
2422,n,n,f,b,s,w,o
2423,n,n,f,b,s,w,o
2424,g,n,f,b,s,w,o
2425,e,n,f,b,s,w,o
2426,n,n,f,b,s,w,o
2427,p,c,f,b,s,w,o
2428,e,n,f,b,s,w,o
2429,n,n,f,b,s,w,o
2430,n,n,f,b,s,w,o
2431,e,n,f,b,s,w,o
2432,e,n,f,b,s,w,o
2433,g,n,f,b,s,w,o
2434,g,n,f,b,s,w,o
2435,g,n,f,b,s,w,o
2436,g,n,f,b,s,w,o
2437,g,n,f,b,s,w,o
2438,e,n,f,b,s,w,o
2439,n,n,f,b,s,w,o
2440,e,n,f,b,s,w,o
2441,g,n,f,b,s,w,o
2442,g,n,f,b,s,w,o
2443,g,n,f,b,s,w,o
2444,g,f,f,b,k,w,o
2445,n,n,f,b,s,w,o
2446,e,n,f,b,s,w,o
2447,n,n,f,b,s,w,o
2448,n,n,f,b,s,w,o
2449,n,n,f,b,s,w,o
2450,g,n,f,b,s,w,o
2451,g,n,f,b,s,w,o
2452,g,n,f,b,s,w,o
2453,g,n,f,e,s,w,o
2454,g,n,f,b,s,w,o
2455,e,n,f,b,s,w,o
2456,n,n,f,b,s,w,o
2457,e,n,f,b,s,w,o
2458,g,n,f,b,s,w,o
2459,n,n,f,b,s,w,o
2460,e,n,f,b,s,w,o
2461,n,n,f,b,s,w,o
2462,g,n,f,b,s,w,o
2463,g,n,f,b,s,w,o
2464,g,n,f,b,s,w,o
2465,n,n,f,b,s,w,o
2466,g,n,f,b,s,w,o
2467,n,n,f,b,s,w,o
2468,e,n,f,b,s,w,o
2469,n,n,f,b,s,w,o
2470,g,n,f,b,s,w,o
2471,g,n,f,b,s,w,o
2472,g,n,f,b,s,w,o
2473,n,n,f,b,s,w,o
2474,g,n,f,b,s,w,o
2475,g,n,f,b,s,w,o
2476,e,n,f,b,s,w,o
2477,n,n,f,b,s,w,o
2478,g,n,f,b,s,w,o
2479,n,p,f,e,s,w,o
2480,g,n,f,e,f,w,o
2481,g,n,f,b,s,w,o
2482,e,n,f,b,s,w,o
2483,p,c,f,b,s,w,o
2484,n,n,f,b,s,w,o
2485,e,n,f,b,s,w,o
2486,n,n,f,b,s,w,o
2487,e,n,f,b,s,w,o
2488,w,n,f,e,s,w,o
2489,g,n,f,b,s,w,o
2490,g,n,f,b,s,w,o
2491,g,n,f,b,s,w,o
2492,e,n,f,b,s,w,o
2493,g,n,f,b,s,w,o
2494,g,n,f,b,s,w,o
2495,e,n,f,b,s,w,o
2496,w,p,f,e,s,w,o
2497,n,n,f,b,s,w,o
2498,e,n,f,b,s,w,o
2499,e,n,f,b,s,w,o
2500,g,n,f,b,s,w,o
2501,w,n,f,e,f,w,o
2502,n,n,f,e,f,w,o
2503,n,n,f,b,s,w,o
2504,n,n,f,b,s,w,o
2505,e,n,f,b,s,w,o
2506,e,n,f,b,s,w,o
2507,e,n,f,b,s,w,o
2508,n,n,f,b,s,w,o
2509,g,n,f,b,s,w,o
2510,n,n,f,b,s,w,o
2511,e,n,f,b,s,w,o
2512,e,n,f,b,s,w,o
2513,w,c,f,b,s,w,o
2514,n,n,f,b,s,w,o
2515,g,n,f,b,s,w,o
2516,n,n,f,b,s,w,o
2517,n,n,f,b,s,w,o
